OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,Deliverable,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/district-council/huntingdonshire,Huntingdonshire District Council,HDCBLR02,"""Land At And Including British Gas Plc, Mill Common, Huntingdon""",523790,271318,https://publicaccess.huntingdonshire.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=OEF2OOIKHXA00,0.60,not owned by a public authority,permissioned,full planning permission,2018-01-05,https://publicaccess.huntingdonshire.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=JNUP5ZIK03P00,yes,,,,"""16/02093/FUL. Draft allocation HU7: Gas Depot, Mill Common, Huntingdon in the Local Plan to 2036.""",2017-12-20,2018-12-14,
http://opendatacommunities.org/id/district-council/huntingdonshire,Huntingdonshire District Council,HDCBLR03,"""Land Adjacent And Including 2 Cromwell Road, Eynesbury""",519391,260096,http://huntsdc.objective.co.uk/portal/pp/hlp2036/cd2017/helaa2017?pointId=s1435050323013#s1435050323013,2.60,not owned by a public authority,not permissioned,,,https://publicaccess.huntingdonshire.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=001B0000LI000,yes,,,,"""Draft allocation SN3 Cromwell Road North, St Neots in Local Plan to 2036""",2017-12-20,2018-12-14,
http://opendatacommunities.org/id/district-council/huntingdonshire,Huntingdonshire District Council,HDCBLR04,"""Car Park, Cromwell Road, Eynesbury""",519252,259811,https://publicaccess.huntingdonshire.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,0.60,not owned by a public authority,pending decision,,,https://publicaccess.huntingdonshire.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=HJAQ74IKP3000,yes,,,,"""0901288OUT submitted October 2009. Pending completion of S106  agreement. Draft allocation SN4 Cromwell Road Car Park, St Neots in Local Plan to 2036""",2017-12-20,2018-12-14,
http://opendatacommunities.org/id/district-council/huntingdonshire,Huntingdonshire District Council,HDCBLR06,"""94 Great Whyte, Ramsey, Huntingdon, PE26 1HR""",528512,285398,https://publicaccess.huntingdonshire.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NZURQ4IKKMP00,0.70,not owned by a public authority,permissioned,full planning permission,2018-06-22,https://publicaccess.huntingdonshire.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=00122Y00LI000,yes,,,,"""15/02384/FUL. Draft allocation RA6 94 Great Whyte, Ramsey in Local Plan to 2036""",2017-12-20,2018-12-14,
http://opendatacommunities.org/id/district-council/huntingdonshire,Huntingdonshire District Council,HDCBLR07,"""Land At And Including 46 Whytefield Road, Ramsey""",528399,285160,http://huntsdc.objective.co.uk/portal/pp/hlp2036/cd2017/helaa2017?pointId=s1432202623157#s1432202623157,0.90,not owned by a public authority,not permissioned,,,https://publicaccess.huntingdonshire.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=0012BP00LI000,yes,,,,"""Allocated for housing in Local Plan Alteration 2002. Draft allocation RA5 Whytefield Road Ramsey in Local Plan to 2036""",2017-12-20,2018-12-14,
http://opendatacommunities.org/id/district-council/huntingdonshire,Huntingdonshire District Council,HDCBLR08,"""Former RAF Upwood and Upwood Hill House, Bury Road, Ramsey""",527277,283615,http://huntsdc.objective.co.uk/portal/pp/hlp2036/cd2017/helaa2017?pointId=s1432202922047#s1432202922047,25.00,not owned by a public authority,permissioned,outline planning permission,2017-06-07,https://publicaccess.huntingdonshire.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=001NEC00LI000,yes,,,,"""1201274OUT approved in June 2017 on part of the site for 160 homes. Draft allocation RA8 Former RAF Upwood and Upwood Hill House, Ramsey in Local Plan to 2036 is for 450 homes.""",2017-12-20,2018-12-14,
http://opendatacommunities.org/id/district-council/huntingdonshire,Huntingdonshire District Council,HDCBLR09,"""Clinic, RAF Upwood, Upwood Road, Bury""",527744,283587,https://publicaccess.huntingdonshire.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NHYSB8IKMNQ00,2.00,not owned by a public authority,permissioned,full planning permission,2015-12-23,https://publicaccess.huntingdonshire.gov.uk/online-applications/applicationDetails.do?keyVal=NHYSB8IKMNQ00&activeTab=summary,yes,,,,"""15/00029/FUL approved December 2015""",2017-12-20,2018-12-14,
http://opendatacommunities.org/id/district-council/huntingdonshire,Huntingdonshire District Council,HDCBLR10,"""Land Adjacent St Marys Road Industrial Estate, St Marys Road, Ramsey""",528270,285730,https://publicaccess.huntingdonshire.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=O2N01FIKLHS00,1.70,not owned by a public authority,permissioned,full planning permission,2018-12-11,https://publicaccess.huntingdonshire.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=001JJD00LI000,yes,,,,"""16/00311/FUL. Draft allocation RA2 Ramsey Gateway, Ramsey in Local Plan to 2036""",2017-12-20,2018-12-14,
http://opendatacommunities.org/id/district-council/huntingdonshire,Huntingdonshire District Council,HDCBLR11,"""West Station Yard and Northern Mill, Ramsey""",528236,285680,http://huntsdc.objective.co.uk/portal/pp/hlp2036/cd2017/helaa2017?pointId=s1430127377884#section-s1430127377884,1.00,not owned by a public authority,not permissioned,,,https://publicaccess.huntingdonshire.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=HLGUCYIKS1000,yes,,,,"""Draft allocation RA3 West Station Yard and Northern Mill, Ramsey""",2018-12-14,2018-12-14,
http://opendatacommunities.org/id/district-council/huntingdonshire,Huntingdonshire District Council,HDCBLR12,"""Land Between Brampton Road And Ermine Street Huntingdon""",523371,271992,https://publicaccess.huntingdonshire.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=OWBIQFIKH2700,3.50,not owned by a public authority,permissioned,full planning permission,2018-10-16,https://publicaccess.huntingdonshire.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=OWBIQFIKH2700,yes,,,,"""17/01950/FUL. Part of Draft allocation HU6 Edison Bell Way, Huntingdon as altered by the Council's Proposed Main Modifications 2018""",2018-12-14,2018-12-14,
