OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/doc/district-council/boston,Boston Borough Council,BLR/BOS/001,"""Whitehorse Lane, Boston""",532779,343690,http://www.boston.gov.uk/CHttpHandler.ashx?id=22152&p=0,0.48,Not owned by a public authority,,Pending decision,,,http://www.boston.gov.uk/index.aspx?articleid=6208&ApplicationNumber=B/17/0121,50,60,Yes,"""Planning application under consideration for the development of 60 dwellings (B/17/0121). The site is identified as a housing allocation capable of providing 50 dwellings in the South East Lincolnshire Local Plan 2011-2036: Publication Version (March 2017), site ref no: Cen001."". http://www.boston.gov.uk/index.aspx?articleid=6208&ApplicationNumber=B/17/0121",20/11/2017,20/11/2017,
http://opendatacommunities.org/doc/district-council/boston,Boston Borough Council,BLR/BOS/002,"""138-142 High Street, Boston""",532756,343410,http://www.boston.gov.uk/CHttpHandler.ashx?id=22153&p=0,0.19,Not owned by a public authority,,Permissioned,Full planning permission,18/09/2003,http://www.boston.gov.uk/index.aspx?articleid=6208&ApplicationNumber=B/03/0358,,,Yes,"""9 dwellings completed, 8 outstanding"". Residential development for 17 houses. http://www.boston.gov.uk/index.aspx?articleid=6208&ApplicationNumber=B/03/0358",20/11/2017,20/11/2017,
http://opendatacommunities.org/doc/district-council/boston,Boston Borough Council,BLR/BOS/003,"""Land to the north of Langrick Road, Boston""",531238,344591,http://www.boston.gov.uk/CHttpHandler.ashx?id=22154&p=0,1.16,Not owned by a public authority,,Not permissioned,,,,35,46,Yes,"The site is identified as a housing allocation capable of providing 35 dwellings in the South East Lincolnshire Local Plan 2011-2036: Publication Version (March 2017), site ref no: Fen002."". http://www.southeastlincslocalplan.org/wp-content/uploads/2017/03/Boston-map-and-report.pdf",20/11/2017,20/11/2017,
http://opendatacommunities.org/doc/district-council/boston,Boston Borough Council,BLR/BOS/004,"""Land off Woodthorpe Avenue, Boston""",534423,343464,http://www.boston.gov.uk/CHttpHandler.ashx?id=22155&p=0,0.6,Not owned by a public authority,,Permissioned,Full planning permission,16/09/2005,http://www.boston.gov.uk/index.aspx?articleid=6208&ApplicationNumber=B/05/0438,,,Yes,"""32 dwellings completed, 5 outstanding"". ""Construction of 17 two bedroom houses, 2 three bedroom houses, 10 one bedroom flats and 8 two bedroom flats"". http://www.boston.gov.uk/index.aspx?articleid=6208&ApplicationNumber=B/05/0438",20/11/2017,20/11/2017,
http://opendatacommunities.org/doc/district-council/boston,Boston Borough Council,BLR/BOS/005,"""Land adjacent to 155 Swineshead Road, Frampton Holme, Boston""",529350,342895,http://www.boston.gov.uk/CHttpHandler.ashx?id=22156&p=0,0.34,Not owned by a public authority,,Permissioned,Full planning permission,04/07/2007,http://www.boston.gov.uk/index.aspx?articleid=6208&ApplicationNumber=B/07/0282,,,Yes,"""6 dwellings completed, 2 outstanding"". ""Erection of 7 no. houses, 1 no. bungalow and new vehicular accesses"". http://www.boston.gov.uk/index.aspx?articleid=6208&ApplicationNumber=B/07/0282",20/11/2017,20/11/2017,
http://opendatacommunities.org/doc/district-council/boston,Boston Borough Council,BLR/BOS/006,"""Land to the south of Main Ridge East, Boston""",533333,344111,http://www.boston.gov.uk/CHttpHandler.ashx?id=22157&p=0,0.32,Not owned by a public authority,,Not permissioned,,,,10,13,,"The site is identified as a housing allocation capable of providing 13 dwellings in the South East Lincolnshire Local Plan 2011-2036: Publication Version (March 2017), site ref no: Pil002."". http://www.southeastlincslocalplan.org/wp-content/uploads/2017/03/Boston-map-and-report.pdf",20/11/2017,20/11/2017,
http://opendatacommunities.org/doc/district-council/boston,Boston Borough Council,BLR/BOS/007,"""Land to the north of Main Ridge East, Boston""",533258,344202,http://www.boston.gov.uk/CHttpHandler.ashx?id=22158&p=0,0.25,Not owned by a public authority,,Not permissioned,,,,8,10,Yes,South East Lincolnshire Strategic Housing Land Availability Assessment (April 2017) ref no: Pil005. http://www.southeastlincslocalplan.org/wp-content/uploads/2017/03/Boston-map-and-report.pdf,20/11/2017,20/11/2017,
http://opendatacommunities.org/doc/district-council/boston,Boston Borough Council,BLR/BOS/009,"""Boston College De Montfort Campus, Mill Road, Boston""",533914,343457,http://www.boston.gov.uk/CHttpHandler.ashx?id=22159&p=0,3.63,Not owned by a public authority,,Permissioned,Full planning permission,27/10/2015,http://www.boston.gov.uk/index.aspx?articleid=6208&ApplicationNumber=B/15/0100,,,Yes,"""22 dwellings completed, 46 under construction, 40 outstanding"". Demolition of university campus and erection of 108 dwellings and associated infrastructure. http://www.boston.gov.uk/index.aspx?articleid=6208&ApplicationNumber=B/15/0100",20/11/2017,20/11/2017,
http://opendatacommunities.org/doc/district-council/boston,Boston Borough Council,BLR/BOS/010,"""Land to the north-east of Freiston Road, Boston""",533529,344204,http://www.boston.gov.uk/CHttpHandler.ashx?id=22160&p=0,0.26,Not owned by a public authority,,Not permissioned,,,,8,10,Yes,"""The South East Lincolnshire Strategic Housing Land Availability Assessment (SHLAA) (April 2017) identifies that great care would need to be taken in producing a layout and design to ensure a satisfactory relationship to neighbouring dwellings. The site's development would require the use of a relatively narrow existing vehicular access, subject to the Highway Authority's approval. SHLAA ref no: Ski003"". http://www.southeastlincslocalplan.org/wp-content/uploads/2017/03/Boston-map-and-report.pdf",20/11/2017,20/11/2017,
http://opendatacommunities.org/doc/district-council/boston,Boston Borough Council,BLR/BOS/011,"""Former Norton Lea (NHS) Site, Cork Tree Crescent, London Road, Boston""",532514,342566,http://www.boston.gov.uk/CHttpHandler.ashx?id=22161&p=0,2.08,Owned by a public authority,,Permissioned,Outline planning permission,19/08/2015,http://www.boston.gov.uk/index.aspx?articleid=6208&ApplicationNumber=B/15/0009,,,Yes,"All 60 outstanding. ""Demolition of existing buildings and outline consent (up to 60 dwellings) with consideration given to access. (Matters relating to appearance, landscaping, layout and scale are reserved for later approval)"". http://www.boston.gov.uk/index.aspx?articleid=6208&ApplicationNumber=B/15/0009",20/11/2017,20/11/2017,
http://opendatacommunities.org/doc/district-council/boston,Boston Borough Council,BLR/BOS/012,"""Magnadata International, Norfolk Street, Boston""",532974,344776,http://www.boston.gov.uk/CHttpHandler.ashx?id=22162&p=0,1.21,Not owned by a public authority,,Pending decision,,,http://www.boston.gov.uk/index.aspx?articleid=6208&ApplicationNumber=B/16/0007,,,Yes,"""Planning permission granted subject to the signing of a s106 agreement (B/17/0121). South East Lincolnshire Strategic Housing Land Availability Assessment (April 2017) ref no: Wit008"". http://www.boston.gov.uk/index.aspx?articleid=6208&ApplicationNumber=B/16/0007",20/11/2017,20/11/2017,
