OrganisationURI,SiteReference,GeoX,GeoY,Hectares,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/district-council/east-lindsey,AL036,3823563.91,11761.23,0.12,2017-05-22,2017-05-22,
http://opendatacommunities.org/id/district-council/east-lindsey,AL204,3823491.2,11923.84,0.64,2017-05-22,2017-05-22,
http://opendatacommunities.org/id/district-council/east-lindsey,C&T024,3837012.58,-11139.42,0.64,2017-05-22,2017-05-22,
http://opendatacommunities.org/id/district-council/east-lindsey,HLC206,3801916.79,-4202.18,0.98,2017-05-22,2017-05-22,
http://opendatacommunities.org/id/district-council/east-lindsey,HOG305,3826927.9,20003.32,0.56,2017-05-22,2017-05-22,
http://opendatacommunities.org/id/district-council/east-lindsey,HOR016,3827914.26,-7372.8,0.25,2017-05-22,2017-05-22,
http://opendatacommunities.org/id/district-council/east-lindsey,HOR050,3828343.65,-7654.95,0.47,2017-05-22,2017-05-22,
http://opendatacommunities.org/id/district-council/east-lindsey,HOR063,3827962.84,-8288.04,0.29,2017-05-22,2017-05-22,
http://opendatacommunities.org/id/district-council/east-lindsey,LO021,3813765.11,-237.14,0.07,2017-05-22,2017-05-22,
http://opendatacommunities.org/id/district-council/east-lindsey,LO096,3814136.64,-176.06,0.07,2017-05-22,2017-05-22,
http://opendatacommunities.org/id/district-council/east-lindsey,LO099,3814153,-376.74,0.04,2017-05-22,2017-05-22,
http://opendatacommunities.org/id/district-council/east-lindsey,LO134,3814427.16,-146.17,1.1,2017-05-22,2017-05-22,
http://opendatacommunities.org/id/district-council/east-lindsey,LO307,3813519.25,364.76,1.2,2017-05-22,2017-05-22,
http://opendatacommunities.org/id/district-council/east-lindsey,LO312,3814121.62,873.03,1.33,2017-05-22,2017-05-22,
http://opendatacommunities.org/id/district-council/east-lindsey,LO323,3813315.98,144.73,0.43,2017-05-22,2017-05-22,
http://opendatacommunities.org/id/district-council/east-lindsey,LO331,3814662.2,1099.31,0.15,2017-05-22,2017-05-22,
http://opendatacommunities.org/id/district-council/east-lindsey,LO339,3815026.31,902.51,2.09,2017-05-22,2017-05-22,
http://opendatacommunities.org/id/district-council/east-lindsey,LO507,3813328.76,106.26,0.67,2017-05-22,2017-05-22,
http://opendatacommunities.org/id/district-council/east-lindsey,LO530,3813497.06,592.66,0.38,2017-05-22,2017-05-22,
http://opendatacommunities.org/id/district-council/east-lindsey,MAN306,3814339.94,6389.29,1,2017-05-22,2017-05-22,
http://opendatacommunities.org/id/district-council/east-lindsey,MAN330,3814326.7,6187.65,7.52,2017-05-22,2017-05-22,
http://opendatacommunities.org/id/district-council/east-lindsey,MLF021,3834964.16,-5674.68,0.16,2017-05-22,2017-05-22,
http://opendatacommunities.org/id/district-council/east-lindsey,SPY203,3831679.17,6207.41,0.39,2017-05-22,2017-05-22,
http://opendatacommunities.org/id/district-council/east-lindsey,STK319,3839003.59,387.83.65,0.82,2017-05-22,2017-05-22,
http://opendatacommunities.org/id/district-council/east-lindsey,WAI308,3837166.87,15616.33,2.87,2017-05-22,2017-05-22,
http://opendatacommunities.org/id/district-council/east-lindsey,WAI317,3837170.48,15789.27,0.52,2017-05-22,2017-05-22,
http://opendatacommunities.org/id/district-council/east-lindsey,WAI406,3837171.91,15973.3,0.09,2017-05-22,2017-05-22,
http://opendatacommunities.org/id/district-council/east-lindsey,WSP315,3833812.02,-15972.81,0.65,2017-05-22,2017-05-22,
http://opendatacommunities.org/id/district-council/east-lindsey,SPY311,3831085.401,6532.318,1.48,2018-06-26,2018-08-26,
