OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,Deliverable,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/doc/district-council/west-norfolk,Borough Council of Kings Lynn and West Norfolk,1,"Boal Quay, Boal Street, King's Lynn",561781,319498,https://www.west-norfolk.gov.uk/downloads/download/582/brownfield_site_maps,4.13,owned by a public authority,not permissioned,other,,,YES,,,Yes,South of site - WDPS/3800 - HARDINGS PITS WASTE SITE,2017-10-31,2018-10-05,
http://opendatacommunities.org/doc/district-council/west-norfolk,Borough Council of Kings Lynn and West Norfolk,2,"South Quay, King's Lynn",561702,319679,https://www.west-norfolk.gov.uk/downloads/download/582/brownfield_site_maps,0.49,owned by a public authority,permissioned,full planning permission,2015-06-15,https://online.west-norfolk.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=N3RE5DIV07800,YES,,,,,2017-10-31,2018-10-05,
http://opendatacommunities.org/doc/district-council/west-norfolk,Borough Council of Kings Lynn and West Norfolk,3,Hardings Pits Wisbech Road King's Lynn Norfolk,561928,319193,https://www.west-norfolk.gov.uk/downloads/download/582/brownfield_site_maps,3.8,owned by a public authority,not permissioned,other,,,YES,,,Yes,Site in WDPS/3800 HARDINGS PITS WASTE SITE,2017-10-31,2018-10-05,
http://opendatacommunities.org/doc/district-council/west-norfolk,Borough Council of Kings Lynn and West Norfolk,4,"South Gates, King's Lynn, Norfolk",562157,319082,https://www.west-norfolk.gov.uk/downloads/download/582/brownfield_site_maps,0.19,not owned by a public authority,not permissioned,other,,,,,,,,2017-11-13,2018-10-05,
http://opendatacommunities.org/doc/district-council/west-norfolk,Borough Council of Kings Lynn and West Norfolk,5,"Land at Bankside,West Lynn, Norfolk",561293,320125,https://www.west-norfolk.gov.uk/downloads/download/582/brownfield_site_maps,2.58,not owned by a public authority,not permissioned,other,,,YES,,,,,2017-10-31,2018-10-05,
http://opendatacommunities.org/doc/district-council/west-norfolk,Borough Council of Kings Lynn and West Norfolk,6,"Land off Globe Street / St George's Court, Methwold",573018,295001,https://www.west-norfolk.gov.uk/downloads/download/582/brownfield_site_maps,0.51,not owned by a public authority,permissioned,full planning permission,2017-01-16,https://online.west-norfolk.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=O4WP4ZIV09K00,YES,,,,,2017-10-31,2018-10-05,
http://opendatacommunities.org/doc/district-council/west-norfolk,Borough Council of Kings Lynn and West Norfolk,7,"Land Between Bramcote House And Village Hall, Lynn Road, Stoke Ferry",570414,300095,https://www.west-norfolk.gov.uk/downloads/download/582/brownfield_site_maps,1.16,not owned by a public authority,permissioned,full planning permission,2017-02-09,https://online.west-norfolk.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=O42UVZIV07800,YES,,,,,2017-10-31,2018-10-05,
http://opendatacommunities.org/doc/district-council/west-norfolk,Borough Council of Kings Lynn and West Norfolk,8,"St Johns Road, Tilney St Lawrence",554440,314166,https://www.west-norfolk.gov.uk/downloads/download/582/brownfield_site_maps,3.35,not owned by a public authority,not permissioned,other,,https://online.west-norfolk.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=LUPFSGIV06X00,YES,,,,,2017-10-31,2018-10-05,
http://opendatacommunities.org/doc/district-council/west-norfolk,Borough Council of Kings Lynn and West Norfolk,9,"Former Three Tuns / Village Hall, Welney",552821,293746,https://www.west-norfolk.gov.uk/downloads/download/582/brownfield_site_maps,0.25,not owned by a public authority,permissioned,full planning permission,2004-02-10,,YES,,,,,2017-10-31,2018-10-05,
http://opendatacommunities.org/doc/district-council/west-norfolk,Borough Council of Kings Lynn and West Norfolk,10,"Site at Gayton Mill, Gayton",573296,319285,https://www.west-norfolk.gov.uk/downloads/download/582/brownfield_site_maps,1.15,not owned by a public authority,permissioned,outline planning permission,2014-12-03,https://online.west-norfolk.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=P03KIMIVISR00,YES,,,,,2017-10-31,2018-11-19,
