OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,Deliverable,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/district-council/swale,Swale Borough Council,BF/023,"Swan Quay, Belvedere Road, Faversham",0.891776,51.318282,https://archive.swale.gov.uk/assets/Planning-General/Planning-Policy/Brownfield-Land-Register/BF023Swan-QuayBelvedere-Road.docx,0.3,not owned by a public authority,not permissioned,,,,,10.0,To be determined by planning application,,The site forms part of the Faversham Creek Neighbourhood Plan and its inclusion for a Permission in Principle could undermine this process.,2018-03-20,2018-03-10,
http://opendatacommunities.org/id/district-council/swale,Swale Borough Council,BF/136,"The Foundry, Rushenden Road, Queenborough",0.747297,51.414737,https://archive.swale.gov.uk/assets/Planning-General/Planning-Policy/Brownfield-Land-Register/BF136The-Foundary-Queenborough.docx,0.37,not owned by a public authority,not permissioned,,,,yes,37.0,To be determined by planning application,yes,The site forms part of the Queenborough & Rushenden Masterplan and its inclusion for a Permission in Principle could undermine this process.,2018-03-20,2018-03-10,
http://opendatacommunities.org/id/district-council/swale,Swale Borough Council,BF/167,"Former Nicholls Transport site, Lydbrook Close, Sittingbourne",0.719076,51.341017,https://archive.swale.gov.uk/assets/Planning-General/Planning-Policy/Brownfield-Land-Register/BF167Lydbrook-CloseSittingbourne.docx,1.7,not owned by a public authority,permissioned,reserved matters approval,2001-09-20,SW/01/0623,yes,49.0,49,yes,The site was granted planning permission in 2001 and remains extant due to early trench digging. Application 17/503888/OUT was recently withdrawn in favour of building out the previous application.,2018-03-20,2018-03-10,
http://opendatacommunities.org/id/district-council/swale,Swale Borough Council,BF/237,"152 Staplehurst Road, Sittingbourne",0.718908,51.345221,https://archive.swale.gov.uk/assets/Planning-General/Planning-Policy/Brownfield-Land-Register/BF237152-Staplehurst-RoadSittingbourne.docx,1.8,not owned by a public authority,not permissioned,,,,,75.0,To be determined by planning application,yes,The site is allcoated within the  adopted Local Plan and its inclusion for a Permission in Principle could undermine this process.,2018-03-20,2018-03-10,
http://opendatacommunities.org/id/district-council/swale,Swale Borough Council,BF/256,"West Street, Queenborough",0.741481,51.415863,https://archive.swale.gov.uk/assets/Planning-General/Planning-Policy/Brownfield-Land-Register/BF256West-StreetQueenborough.docx,1.45,not owned by a public authority,not permissioned,,,,,80.0,To be determined by planning application,yes,The site forms part of the Queenborough & Rushenden Regeneration Area and its inclusion for a Permission in Principle could undermine this process.,2018-03-20,2018-03-10,
http://opendatacommunities.org/id/district-council/swale,Swale Borough Council,BF/258,"Land West of Rushenden Road, Queenborough",0.745006,51.415394,https://archive.swale.gov.uk/assets/Planning-General/Planning-Policy/Brownfield-Land-Register/BF258West-of-Rushenden-Road.docx,13.31,owned by a public authority,not permissioned,,,,yes,379.0,To be determined by planning application,yes,"The site forms part of the Queenborough & Rushenden Masterplan and its inclusion for a Permission in Principle could undermine this process. The overall site is identified as having capacity for up to 480 dwellings, however application 16/507298/FULL was approved for 101 dwellings on the southern portion of the site and is under construction.",2018-03-20,2018-03-10,
http://opendatacommunities.org/id/district-council/swale,Swale Borough Council,BF/259,Crown Quay Lane,0.739715,51.344214,https://archive.swale.gov.uk/assets/Planning-General/Planning-Policy/Brownfield-Land-Register/BF260Crown-Quay-Lane.docx,7.6,not owned by a public authority,not permissioned,,,,yes,267.0,To be determined by planning application,yes,"The overall site is identified as having capacity for up to 650 dwellings, however a large part of the site was granted planning permission for 383 dwellings in May 2018 which are now under construction. The remainder of the site forms part of a detailed Local Plan allocation and its inclusion for a Permission in Principle could undermine this process.",2018-03-10,2018-03-10,
http://opendatacommunities.org/id/district-council/swale,Swale Borough Council,BF/265,"Bell Centre, Bell Road, Sittingbourne",0.739581,51.338596,https://archive.swale.gov.uk/assets/Planning-General/Planning-Policy/Brownfield-Land-Register/BF265Bell-CentreSittingbourne.docx,0.9,not owned by a public authority,pending decision,full planning permission,,16/506946/FULL,yes,120.0,165,,The site has an application currently pending decision.,2018-03-20,2018-03-10,
http://opendatacommunities.org/id/district-council/swale,Swale Borough Council,BF/275,"Provender Mill, New Creek Road, Faversham",0.897152,51.320942,https://archive.swale.gov.uk/assets/Planning-General/Planning-Policy/Brownfield-Land-Register/BF275Provender-Mill-New-Creek-Road.docx,0.95,not owned by a public authority,not permissioned,,,,yes,10.0,To be determined by planning application,yes,The site forms part of the Faversham Creek Neighbourhood Plan and its inclusion for a Permission in Principle could undermine this process.,2018-03-20,2018-03-10,
http://opendatacommunities.org/id/district-council/swale,Swale Borough Council,BF/281,"Land South of Queenborough Creek, Queenborough",0.745006,51.415394,https://archive.swale.gov.uk/assets/Planning-General/Planning-Policy/Brownfield-Land-Register/BF281South-of-Queenborough-Creek.docx,7.0,mixed ownership,not permissioned,,,,,380.0,To be determined by planning application,yes,The site forms part of the Queenborough & Rushenden Masterplan and its inclusion for a Permission in Principle could undermine this process.,2018-03-20,2018-03-10,
