OrganisationURI,SiteReference,GeoX,GeoY,Hectares,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/district-council/waverley,10a,-0.535632,51.116282,214,2017-12-15,2019-12-04,
http://opendatacommunities.org/id/district-council/waverley,130,-0.485114,51.142539,0.61,2017-12-15,2019-12-04,
http://opendatacommunities.org/id/district-council/waverley,132a,-0.818773,51.199569,0.27,2017-12-15,2018-12-12,2019-12-04
http://opendatacommunities.org/id/district-council/waverley,133a,-0.816580,51.199888,0.24,2017-12-15,2019-12-04,
http://opendatacommunities.org/id/district-council/waverley,144,-0.731194,51.114449,1.64,2017-12-15,2018-12-12,
http://opendatacommunities.org/id/district-council/waverley,245,-0.723738,51.08791,0.31,2017-12-15,2018-12-12,
http://opendatacommunities.org/id/district-council/waverley,264,-0.795983,51.214095,0.06,2017-12-15,2017-12-15,
http://opendatacommunities.org/id/district-council/waverley,368,-0.649846,51.157423,0.71,2017-12-15,2018-12-12,2019-12-04
http://opendatacommunities.org/id/district-council/waverley,383a,-0.488236,51.142421,1.98,2017-12-15,2019-12-04,
http://opendatacommunities.org/id/district-council/waverley,478a,-0.770997,51.231888,1.79,2017-12-15,2019-12-04,
http://opendatacommunities.org/id/district-council/waverley,556a,-0.786590,51.219082,0.19,2017-12-15,2018-12-12,
http://opendatacommunities.org/id/district-council/waverley,619a,-0.794608,51.20789,0.47,2017-12-15,2017-12-15,
http://opendatacommunities.org/id/district-council/waverley,648a,-0.600203,51.185901,1.67,2017-12-15,2019-12-04,
http://opendatacommunities.org/id/district-council/waverley,676,-0.647846,51.135681,0.34,2017-12-15,2017-12-15,
http://opendatacommunities.org/id/district-council/waverley,697,-0.724053,51.088808,0.98,2017-12-15,2017-12-15,
http://opendatacommunities.org/id/district-council/waverley,699a,-0.629229,51.178966,3.11,2017-12-15,2019-12-04,
http://opendatacommunities.org/id/district-council/waverley,770,-0.811042,51.224917,0.91,2017-12-15,2017-12-15,2019-12-04
http://opendatacommunities.org/id/district-council/waverley,862,-0.800697,51.21494,0.19,2017-12-15,2017-12-15,
http://opendatacommunities.org/id/district-council/waverley,882,-0.799957,51.214954,0.12,2017-12-15,2017-12-15,
http://opendatacommunities.org/id/district-council/waverley,915,-0.590782,51.186272,0.05,2017-12-15,2019-12-04,
http://opendatacommunities.org/id/district-council/waverley,978,-0.597377,51.188025,0.1,2017-12-15,2018-12-12,
http://opendatacommunities.org/id/district-council/waverley,995,-0.610675,51.191437,0.32,2017-12-15,2018-12-12,
http://opendatacommunities.org/id/district-council/waverley,B3,-0.609536,51.184029,0.16,2017-12-15,2018-12-12,2019-12-04
http://opendatacommunities.org/id/district-council/waverley,772,-0.617580,51.18917,1.2,2018-12-12,2018-12-12,
http://opendatacommunities.org/id/district-council/waverley,766,-0.597691,51.188524,0.48,2018-12-12,2019-12-04,2019-12-04
http://opendatacommunities.org/id/district-council/waverley,796,-0.471182,51.14533,0.36,2018-12-12,2018-12-12,
http://opendatacommunities.org/id/district-council/waverley,B4,-0.799540,51.234719,0.07,2018-12-12,2018-12-12,
http://opendatacommunities.org/id/district-council/waverley,567a,-0.596419,51.188342,0.04,2018-12-12,2018-12-12,
http://opendatacommunities.org/id/district-council/waverley,B5,-0.598744,51.188766,0.37,2018-12-12,2018-12-12,
