OrganisationURI,SiteReference,GeoX,GeoY,Hectares,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/district-council/crawley,CBCBLR001,51.11496911,-0.187837694,0.11,2017-11-29,2017-11-29,
http://opendatacommunities.org/id/district-council/crawley,CBCBLR002,51.11530414,-0.188567518,0.06,2017-11-29,2017-11-29,
http://opendatacommunities.org/id/district-council/crawley,CBCBLR004,51.11041575,-0.197544528,1.51,2017-11-29,2017-11-29,
http://opendatacommunities.org/id/district-council/crawley,CBCBLR006,51.11583254,-0.187846753,0.09,2017-11-29,2017-11-29,
http://opendatacommunities.org/id/district-council/crawley,CBCBLR007,51.11280129,-0.188379727,0.15,2017-11-29,2017-11-29,
http://opendatacommunities.org/id/district-council/crawley,CBCBLR008,51.11674367,-0.180495689,0.45,2017-11-29,2017-11-29,
http://opendatacommunities.org/id/district-council/crawley,CBCBLR009,51.11700687,-0.185286111,0.27,2017-11-29,2017-11-29,
http://opendatacommunities.org/id/district-council/crawley,CBCBLR010,51.11732237,-0.183016223,1.07,2017-11-29,2017-11-29,
http://opendatacommunities.org/id/district-council/crawley,CBCBLR012,51.11492779,-0.188653682,0.15,2017-11-29,2017-11-29,
http://opendatacommunities.org/id/district-council/crawley,CBCBLR013,51.1101004,-0.201599644,0.9,2017-11-29,2017-11-29,
http://opendatacommunities.org/id/district-council/crawley,CBCBLR014,51.10959034,-0.168705143,0.3,2017-11-29,2017-11-29,
http://opendatacommunities.org/id/district-council/crawley,CBCBLR015,51.11810098,-0.185671868,0.52,2017-11-29,2017-11-29,
http://opendatacommunities.org/id/district-council/crawley,CBCBLR018,51.11700691,-0.184128782,1.01,2017-11-29,2017-11-29,
http://opendatacommunities.org/id/district-council/crawley,CBCBLR019,51.11147573,-0.189888782,0.26,2017-11-29,2017-11-29,
http://opendatacommunities.org/id/district-council/crawley,CBCBLR020,51.11171656,-0.185693518,0.29,2017-11-29,2017-11-29,
http://opendatacommunities.org/id/district-council/crawley,CBCBLR023,51.11214036,-0.186348364,2.07,2017-11-29,2017-11-29,
http://opendatacommunities.org/id/district-council/crawley,CBCBLR026,51.12022038,-0.187803586,0.35,2017-11-29,2017-11-29,
http://opendatacommunities.org/id/district-council/crawley,CBCBLR027,51.11401636,-0.168230139,0.9,2017-11-29,2017-11-29,
http://opendatacommunities.org/id/district-council/crawley,CBCBLR028,51.11304584,-0.182112555,1.68,2017-11-29,2017-11-29,
http://opendatacommunities.org/id/district-council/crawley,CBCBLR029,51.11176276,-0.186934605,0.3,2017-11-29,2017-11-29,
http://opendatacommunities.org/id/district-council/crawley,CBCBLR030,51.12157976,-0.197209886,0.18,2017-11-29,2017-11-29,
http://opendatacommunities.org/id/district-council/crawley,CBCBLR031,51.11965461,-0.189597529,0.45,2017-11-29,2017-11-29,
