OrganisationURI,SiteReference,GeoX,GeoY,Hectares,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/unitary-authority/redcar-and-cleveland,464,-1.159834262,54.55582927,0.17,2017-11-10,2017-11-10,
http://opendatacommunities.org/id/unitary-authority/redcar-and-cleveland,420,-1.071091978,54.59479614,0.15,2017-11-10,2017-11-10,
http://opendatacommunities.org/id/unitary-authority/redcar-and-cleveland,136,-1.054712451,54.53952405,0.27,2017-11-10,2017-11-10,
http://opendatacommunities.org/id/unitary-authority/redcar-and-cleveland,387,-1.057576039,54.6050446,1.23,2017-11-10,2017-11-10,
http://opendatacommunities.org/id/unitary-authority/redcar-and-cleveland,360,-0.891034741,54.55070842,1.38,2017-11-10,2017-11-10,
http://opendatacommunities.org/id/unitary-authority/redcar-and-cleveland,389,-0.886762733,54.55768836,0.41,2017-11-10,2017-11-10,
http://opendatacommunities.org/id/unitary-authority/redcar-and-cleveland,392,-0.889832332,54.55740199,3.11,2017-11-10,2017-11-10,
http://opendatacommunities.org/id/unitary-authority/redcar-and-cleveland,457,-0.983965932,54.54463979,0.81,2017-11-10,2017-11-10,
http://opendatacommunities.org/id/unitary-authority/redcar-and-cleveland,456,-0.892608846,54.5542369,0.28,2017-11-10,2017-11-10,
http://opendatacommunities.org/id/unitary-authority/redcar-and-cleveland,206,-1.074113139,54.61308957,2.41,2017-11-10,2017-11-10,
http://opendatacommunities.org/id/unitary-authority/redcar-and-cleveland,376,-1.074113139,54.53659616,0.48,2017-11-10,2017-11-10,
http://opendatacommunities.org/id/unitary-authority/redcar-and-cleveland,405,-0.972612912,54.56026274,0.33,2017-11-10,2017-11-10,
http://opendatacommunities.org/id/unitary-authority/redcar-and-cleveland,472,-1.140836847,54.55776298,0.18,2017-11-10,2017-11-10,
http://opendatacommunities.org/id/unitary-authority/redcar-and-cleveland,470,-1.079372306,54.61813532,0.24,2017-11-10,2017-11-10,
http://opendatacommunities.org/id/unitary-authority/redcar-and-cleveland,483,-1.067113769,54.61920984,0.01,2017-11-10,2017-11-10,
http://opendatacommunities.org/id/unitary-authority/redcar-and-cleveland,481,-0.875679475,54.55360454,0.1,2017-11-10,2017-11-10,
http://opendatacommunities.org/id/unitary-authority/redcar-and-cleveland,484,-1.058795006,54.61327706,0.17,2017-11-10,2017-11-10,
