OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,Deliverable,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/district-council/elmbridge,Elmbridge Borough Council,1,9 Ashley Road Walton-on-Thames Surrey KT12 1HY,510245,166112,http://edocs.elmbridge.gov.uk/IAM/IAMCache/2095578/2095578.pdf,0.02,not owned by a public authority,permissioned,full planning permission,2014-12-23,http://emaps.elmbridge.gov.uk/ebc_planning.aspx?pagerecs=500&maxrecords=500&template=SearchResultsTab.tmplt&requestType=parseTemplate&ADDRESS%3APARAM=kt12+1hy,yes,,,,,2017-12-15,,
http://opendatacommunities.org/id/district-council/elmbridge,Elmbridge Borough Council,2,Taggs Boatyard 44 Summer Road Thames Ditton Surrey KT7 0QQ,516078,167403,http://edocs.elmbridge.gov.uk/IAM/IAMCache/1941899/1941899.pdf,0.16,not owned by a public authority,permissioned,full planning permission,2015-02-10,http://emaps.elmbridge.gov.uk/ebc_planning.aspx?pagerecs=500&maxrecords=500&template=SearchResultsTab.tmplt&requestType=parseTemplate&ADDRESS%3APARAM=taggs,yes,,,,,2017-12-15,,
http://opendatacommunities.org/id/district-council/elmbridge,Elmbridge Borough Council,3,Imber Court Trading Estate Orchard Lane East Molesey Surrey KT8 0BY,514745,167254,http://edocs.elmbridge.gov.uk/IAM/IAMCache/2340311/2340311.pdf,3.03,not owned by a public authority,permissioned,outline planning permission,2015-12-16,http://emaps.elmbridge.gov.uk/ebc_planning.aspx?pagerecs=500&maxrecords=500&template=SearchResultsTab.tmplt&requestType=parseTemplate&ADDRESS%3APARAM=imber+court+trading,yes,,,,,2017-12-15,,
http://opendatacommunities.org/id/district-council/elmbridge,Elmbridge Borough Council,4,Lincoln Court Old Avenue Weybridge Surrey KT13 0PH,508614,163877,http://edocs.elmbridge.gov.uk/IAM/IAMCache/2301966/2301966.pdf,0.31,not owned by a public authority,permissioned,full planning permission,2016-03-23,http://emaps.elmbridge.gov.uk/ebc_planning.aspx?pagerecs=500&maxrecords=500&template=SearchResultsTab.tmplt&requestType=parseTemplate&ADDRESS%3APARAM=lincoln+court,yes,,,,,2017-12-15,,
http://opendatacommunities.org/id/district-council/elmbridge,Elmbridge Borough Council,5,Site of Molesey Centre for the Community School Road Sandra House and Radnor House Hansler Grove East Molesey Surrey KT8 9JL,514776,167963,http://edocs.elmbridge.gov.uk/IAM/IAMCache/2290975/2290975.pdf,0.52,not owned by a public authority,permissioned,full planning permission,2016-03-23,http://emaps.elmbridge.gov.uk/ebc_planning.aspx?pagerecs=500&maxrecords=500&template=SearchResultsTab.tmplt&requestType=parseTemplate&ADDRESS%3APARAM=kt8+9jl,yes,,,,,2017-12-15,,
http://opendatacommunities.org/id/district-council/elmbridge,Elmbridge Borough Council,6,105 - 113 High Street Esher Surrey KT10 9QE,513767,164470,http://edocs.elmbridge.gov.uk/IAM/IAMCache/2200922/2200922.PDF,0.79,not owned by a public authority,permissioned,full planning permission,2016-04-26,http://emaps.elmbridge.gov.uk/ebc_planning.aspx?pagerecs=500&maxrecords=500&template=SearchResultsTab.tmplt&requestType=parseTemplate&ADDRESS%3APARAM=105+high+street,yes,,,,,2017-12-15,,
http://opendatacommunities.org/id/district-council/elmbridge,Elmbridge Borough Council,7,96 and 96R Walton Road East Molesey Surrey KT8 0DL,514553,168048,http://edocs.elmbridge.gov.uk/IAM/IAMCache/2507280/2507280.pdf,0.04,not owned by a public authority,permissioned,full planning permission,2016-06-13,http://emaps.elmbridge.gov.uk/ebc_planning.aspx?pagerecs=500&maxrecords=500&template=SearchResultsTab.tmplt&requestType=parseTemplate&ADDRESS%3APARAM=96+walton+road,yes,,,,,2017-12-15,,
http://opendatacommunities.org/id/district-council/elmbridge,Elmbridge Borough Council,11,13-19 High Street Thames Ditton Surrey KT7 0SD,516171,167276,http://edocs.elmbridge.gov.uk/IAM/IAMCache/2589844/2589844.pdf,0.06,not owned by a public authority,permissioned,full planning permission,2016-07-26,http://emaps.elmbridge.gov.uk/ebc_planning.aspx?pagerecs=500&maxrecords=500&template=SearchResultsTab.tmplt&requestType=parseTemplate&ADDRESS%3APARAM=13+high+street,yes,,,,,2017-12-15,,
http://opendatacommunities.org/id/district-council/elmbridge,Elmbridge Borough Council,12,83 High Street Walton-On-Thames Surrey KT12 1DU,510281,166186,http://edocs.elmbridge.gov.uk/IAM/IAMCache/2562091/2562091.pdf,0.10,not owned by a public authority,permissioned,full planning permission,2016-09-01,http://emaps.elmbridge.gov.uk/ebc_planning.aspx?pagerecs=500&maxrecords=500&template=SearchResultsTab.tmplt&requestType=parseTemplate&ADDRESS%3APARAM=83+high+street,yes,,,,,2017-12-15,,
http://opendatacommunities.org/id/district-council/elmbridge,Elmbridge Borough Council,13,Kingsbridge House Kingsbridge Road Walton-On-Thames KT12 2BH,510536,166819,http://edocs.elmbridge.gov.uk/IAM/IAMCache/2680081/2680081.pdf,0.04,not owned by a public authority,permissioned,full planning permission,2016-11-10,http://emaps.elmbridge.gov.uk/ebc_planning.aspx?pagerecs=500&maxrecords=500&template=SearchResultsTab.tmplt&requestType=parseTemplate&ADDRESS%3APARAM=kingsbridge+house,yes,,,,,2017-12-15,,
