OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/unitary-authority/isle-of-wight,Isle of Wight Council,BFR008,"Former Worsley Inn, High Stret, Wroxall, PO38 3HB",-1.223373,50.615762,https://www.iwight.com/brownfieldlandregister,0.31,Not owned by a public authority,,not permissioned,,,,,,,,2017-12-22,2017-12-22,
http://opendatacommunities.org/id/unitary-authority/isle-of-wight,Isle of Wight Council,BFR026,"Former Somerton Reservoir, Newport Road, Cowes, PO31 7ER",-1.303079,50.750485,https://www.iwight.com/brownfieldlandregister,1.89,Not owned by a public authority,,not permissioned,,,,,,,,2017-12-22,2017-12-22,
http://opendatacommunities.org/id/unitary-authority/isle-of-wight,Isle of Wight Council,BFR038a,"9-11 George Street, Ryde, PO33 2EB",-1.160125,50.732115,https://www.iwight.com/brownfieldlandregister,0.09,Not owned by a public authority,,not permissioned,,,,,,,,2017-12-22,2017-12-22,
http://opendatacommunities.org/id/unitary-authority/isle-of-wight,Isle of Wight Council,BFR038b,"6-8 Georges Street, Ryde, PO33 2EB",-1.159589,50.732021,https://www.iwight.com/brownfieldlandregister,0.03,Not owned by a public authority,,not permissioned,,,,,,,,2017-12-22,2017-12-22,
http://opendatacommunities.org/id/unitary-authority/isle-of-wight,Isle of Wight Council,BFR047,"SPA site, Shanklin Esplanade",-1.17284,50.629561,https://www.iwight.com/brownfieldlandregister,0.37,owned by a public authority,,not permissioned,,,,,,,,2017-12-22,2017-12-22,
http://opendatacommunities.org/id/unitary-authority/isle-of-wight,Isle of Wight Council,BFR050,"23, Carter Street, Sandown, PO36 8DG",-1.153344,50.657865,https://www.iwight.com/brownfieldlandregister,0.19,Not owned by a public authority,,not permissioned,,,,,,,,2017-12-22,2017-12-22,
http://opendatacommunities.org/id/unitary-authority/isle-of-wight,Isle of Wight Council,BFR053,"Car sales area, Havenstreet Garage, Main Road, Havenstreet, PO33 4DR",-1.209424,50.708395,https://www.iwight.com/brownfieldlandregister,0.28,Not owned by a public authority,,not permissioned,,,,,,,,2017-12-22,2017-12-22,
http://opendatacommunities.org/id/unitary-authority/isle-of-wight,Isle of Wight Council,BFR073,"Cheeks Farm, Merstone Lane, Merstone, Newport, PO30 3DE",-1.25409,50.664786,https://www.iwight.com/brownfieldlandregister,0.6,Not owned by a public authority,,not permissioned,,,,,,,,2017-12-22,2017-12-22,
http://opendatacommunities.org/id/unitary-authority/isle-of-wight,Isle of Wight Council,BFR080,"Berkeley Court Hotel, 2 Culver Road, Shanklin, PO376ER",-1.174076,50.634875,https://www.iwight.com/brownfieldlandregister,0.17,not owned by a public authority,,permissioned,full planning permission,2016-04-07,,,,yes,"""Permission was for 14, 5 have been built to date. P/01675/10&P/01194/12& P/00164/16""",2017-12-22,2017-12-22,
http://opendatacommunities.org/id/unitary-authority/isle-of-wight,Isle of Wight Council,BFR081,"Site of Former Rozelle Hotel, 22 Atherley Road, Shanklin, PO377AT",-1.17865,50.633721,https://www.iwight.com/brownfieldlandregister,0.08,not owned by a public authority,,permissioned,full planning permission,2015-09-03,,,,yes,"""P/00689/15""",2017-12-22,2017-12-22,
