OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
,,,"102-104 Fore Street (1st, 2nd and 3rd floors only)",,,https://drive.google.com/drive/folders/0B4CpCORtOQdTem1rTDJ4WC1kYVU,0.07,not owned by a public authority,,permissioned,,2011-09-22,,,,yes,"Planning consent has been implemented, but work is on hold.",,,
,,,"130 Fore Street (1st, upper 1st, 2nd and 3rd floors only)",,,https://drive.google.com/drive/folders/0B4CpCORtOQdTem1rTDJ4WC1kYVU,0.03,not owned by a public authority,,permissioned,,2013-02-14,,,,yes,"Planning consent has been implemented, but work is on hold.",,,
,,,"1-6 North Street, 182-183, 185 and 186 Fore Street (1st, 2nd, 3rd, 4th and 5th floors only)",,,https://drive.google.com/drive/folders/0B4CpCORtOQdTem1rTDJ4WC1kYVU,0.08,not owned by a public authority,,permissioned,,2017-04-21,,,,yes,,,,
,,,"The Courtyard, 48 New North Road",,,https://drive.google.com/drive/folders/0B4CpCORtOQdTem1rTDJ4WC1kYVU,0.15,not owned by a public authority,,pending decision,,2017-11-21,,,,yes,,,,
,,,"Exeter Royal Academy for Deaf Education, Topsham Road",,,https://drive.google.com/drive/folders/0B4CpCORtOQdTem1rTDJ4WC1kYVU,3.58,not owned by a public authority,,permissioned,,2018-06-28,,,,yes,,,,
,,,"Former Exwick Middle School, Higher Exwick Hill",,,https://drive.google.com/drive/folders/0B4CpCORtOQdTem1rTDJ4WC1kYVU,1.25,owned by a public authority,,pending decision,,2019-01-07,,,,yes,,,,
,,,"Former Foxhayes Infant School, Gloucester Road",,,https://drive.google.com/drive/folders/0B4CpCORtOQdTem1rTDJ4WC1kYVU,0.8,owned by a public authority,,pending decision,,2019-01-07,,,,yes,,,,
,,,Land r/o 94-106 Thornpark Rise,,,https://drive.google.com/drive/folders/0B4CpCORtOQdTem1rTDJ4WC1kYVU,0.34,owned by a public authority,,permissioned,,2018-10-03,,,,yes,,,,
,,,"9a North Street (1st, 2nd and 3rd floors only)",,,https://drive.google.com/drive/folders/0B4CpCORtOQdTem1rTDJ4WC1kYVU,0.04,not owned by a public authority,,permissioned,,2015-10-15,,,,yes,,,,
,,,35-37 Sidwell Street and land r/o 32-34 Sidwell Street (1st and 2nd floors only),,,https://drive.google.com/drive/folders/0B4CpCORtOQdTem1rTDJ4WC1kYVU,0.08,owned by a public authority,,permissioned,,2017-10-04,,,,yes,,,,
,,,1-5 Lower Avenue,,,https://drive.google.com/drive/folders/0B4CpCORtOQdTem1rTDJ4WC1kYVU,0.04,not owned by a public authority,,pending decision,,2018-06-05,,,,yes,,,,
,,,"Newberry Car Breakers, Redhills",,,https://drive.google.com/drive/folders/0B4CpCORtOQdTem1rTDJ4WC1kYVU,0.33,not owned by a public authority,,pending decision,,2018-07-31,,,,yes,,,,
