entry-date,organisation,site,site-address,site-plan-url,deliverable,ownership,planning-permission-status,planning-permission-type,hazardous-substances,latitude,longitude,hectares,minimum-net-dwellings,maximum-net-dwellings,start-date,end-date,resource
,local-authority-eng:HCK,2008/0551,130 Cazenove Road,https://map.hackney.gov.uk/LBHackneymap/?zoom=14&lon=534352&lat=186981,,,permissioned,full planning permission,,51.565707,-0.063027,0.07,,,2017-12-31,,64f7e6abdcf67614d513571e3acf6b4a3d011e8f61ee98ca4d0f9f5c76b0ab52
,local-authority-eng:HCK,2008/1262,1A West Bank,https://map.hackney.gov.uk/LBHackneymap/?zoom=14&lon=533274&lat=187892,,,permissioned,full planning permission,,51.574149,-0.078225,0.06,,,2017-12-31,,64f7e6abdcf67614d513571e3acf6b4a3d011e8f61ee98ca4d0f9f5c76b0ab52
,local-authority-eng:HCK,2009/2093,325 Lordship Road,https://map.hackney.gov.uk/LBHackneymap/?zoom=14&lon=532635&lat=187307,,,permissioned,full planning permission,,51.569043,-0.087661,0.07,,,2017-12-31,,64f7e6abdcf67614d513571e3acf6b4a3d011e8f61ee98ca4d0f9f5c76b0ab52
,local-authority-eng:HCK,2012/2828,19-29 de Beauvoir Road,https://map.hackney.gov.uk/LBHackneymap/?zoom=14&lon=533129&lat=183943,,,permissioned,full planning permission,,51.538696,-0.08181,0.06,,,2017-12-31,,64f7e6abdcf67614d513571e3acf6b4a3d011e8f61ee98ca4d0f9f5c76b0ab52
,local-authority-eng:HCK,2013/0502,5-9 Yorkton Street London E2 8NH,https://map.hackney.gov.uk/LBHackneymap/?zoom=14&lon=534028&lat=183159,,,permissioned,full planning permission,,51.531439,-0.069153,0.31,,,2017-12-31,,64f7e6abdcf67614d513571e3acf6b4a3d011e8f61ee98ca4d0f9f5c76b0ab52
,local-authority-eng:HCK,2013/3223,"Woodberry Down Estate Phases 2-8, 307 Seven Sisters Road",https://map.hackney.gov.uk/LBHackneymap/?zoom=14&lon=532451&lat=187745,,,permissioned,other,,51.573022,-0.090149,0.47,,,2017-12-31,,64f7e6abdcf67614d513571e3acf6b4a3d011e8f61ee98ca4d0f9f5c76b0ab52
,local-authority-eng:HCK,2014/0332,18 Rossendale Street,https://map.hackney.gov.uk/LBHackneymap/?zoom=14&lon=534586&lat=186720,,,permissioned,full planning permission,,51.563306,-0.059753,0.06,,,2017-12-31,,64f7e6abdcf67614d513571e3acf6b4a3d011e8f61ee98ca4d0f9f5c76b0ab52
,local-authority-eng:HCK,2014/0610,154 Dalston Lane,https://map.hackney.gov.uk/LBHackneymap/?zoom=14&lon=534157&lat=184989,,,permissioned,full planning permission,,51.547853,-0.066598,0.04,,,2017-12-31,,64f7e6abdcf67614d513571e3acf6b4a3d011e8f61ee98ca4d0f9f5c76b0ab52
,local-authority-eng:HCK,2014/0727,231a Graham Road,https://map.hackney.gov.uk/LBHackneymap/?zoom=14&lon=534875&lat=184895,,,permissioned,full planning permission,,51.546837,-0.056285,0.04,,,2017-12-31,,64f7e6abdcf67614d513571e3acf6b4a3d011e8f61ee98ca4d0f9f5c76b0ab52
,local-authority-eng:HCK,2014/0814,47 Lea Bridge Road,https://map.hackney.gov.uk/LBHackneymap/?zoom=14&lon=535012&lat=186268,,,permissioned,full planning permission,,51.559143,-0.053784,0.17,,,2017-12-31,,64f7e6abdcf67614d513571e3acf6b4a3d011e8f61ee98ca4d0f9f5c76b0ab52
2019-07-10,local-authority-eng:HCK,2014/2129,Land at 47 Lea Bridge Road,https://map.hackney.gov.uk/LBHackneymap/?zoom=14&lon=535012&lat=186268,,,permissioned,full planning permission,,51.559143,-0.053784,0.07,,,2017-12-31,,64f7e6abdcf67614d513571e3acf6b4a3d011e8f61ee98ca4d0f9f5c76b0ab52
,local-authority-eng:HCK,2014/3457,34 Englefield Road,https://map.hackney.gov.uk/LBHackneymap/?zoom=14&lon=533107&lat=184424,,,permissioned,planning permission granted under an order,,51.543024,-0.081945,0.05,,,2017-12-31,,64f7e6abdcf67614d513571e3acf6b4a3d011e8f61ee98ca4d0f9f5c76b0ab52
,local-authority-eng:HCK,2015/1612,Morpeth Road garages,https://map.hackney.gov.uk/LBHackneymap/?zoom=14&lon=535586&lat=183709,,,permissioned,full planning permission,,51.536009,-0.046494,0.16,,,2017-12-31,,64f7e6abdcf67614d513571e3acf6b4a3d011e8f61ee98ca4d0f9f5c76b0ab52
,local-authority-eng:HCK,2015/3377,1 Vince Street EC1V 9HB,https://map.hackney.gov.uk/LBHackneymap/?zoom=14&lon=532885&lat=182555,,,permissioned,full planning permission,,51.526281,-0.085849,0.02,,,2019-01-31,,64f7e6abdcf67614d513571e3acf6b4a3d011e8f61ee98ca4d0f9f5c76b0ab52
,local-authority-eng:HCK,2015/4019,54-54a Clapton Common,https://map.hackney.gov.uk/LBHackneymap/?zoom=14&lon=534286&lat=187601,,,permissioned,full planning permission,,51.571294,-0.063742,0.06,,,2017-12-31,,64f7e6abdcf67614d513571e3acf6b4a3d011e8f61ee98ca4d0f9f5c76b0ab52
,local-authority-eng:HCK,2016/0901,28 Powell Road E5 8DJ,https://map.hackney.gov.uk/LBHackneymap/?zoom=14&lon=535059lat=185575,,,permissioned,full planning permission,,51.557181,-0.056955,0.11,,,2019-01-31,,64f7e6abdcf67614d513571e3acf6b4a3d011e8f61ee98ca4d0f9f5c76b0ab52
,local-authority-eng:HCK,2016/1347,Former Frampton Arms and land adjacent to Sherard and Catesby House 47 Well Street,https://map.hackney.gov.uk/LBHackneymap/?zoom=14&lon=535264&lat=184257,,,permissioned,full planning permission,,51.541011,-0.050924,0.29,,,2017-12-31,,64f7e6abdcf67614d513571e3acf6b4a3d011e8f61ee98ca4d0f9f5c76b0ab52
