entry-date,organisation,site,site-plan-url,latitude,longitude,hectares,minimum-net-dwellings,maximum-net-dwellings,start-date,end-date,resource
,local-authority-eng:HCK,2008/0551,https://map.hackney.gov.uk/LBHackneymap/?zoom=14&lon=534352&lat=186981,51.56571,-0.062995,0.07,,,2017-12-31,,64f7e6abdcf67614d513571e3acf6b4a3d011e8f61ee98ca4d0f9f5c76b0ab52
,local-authority-eng:HCK,2008/1262,https://map.hackney.gov.uk/LBHackneymap/?zoom=14&lon=533274&lat=187892,51.574153,-0.078195,0.06,,,2017-12-31,,64f7e6abdcf67614d513571e3acf6b4a3d011e8f61ee98ca4d0f9f5c76b0ab52
,local-authority-eng:HCK,2009/2093,https://map.hackney.gov.uk/LBHackneymap/?zoom=14&lon=532635&lat=187307,51.569054,-0.087631,0.07,,,2017-12-31,,64f7e6abdcf67614d513571e3acf6b4a3d011e8f61ee98ca4d0f9f5c76b0ab52
,local-authority-eng:HCK,2012/2828,https://map.hackney.gov.uk/LBHackneymap/?zoom=14&lon=533129&lat=183943,51.5387,-0.081783,0.06,,,2017-12-31,,64f7e6abdcf67614d513571e3acf6b4a3d011e8f61ee98ca4d0f9f5c76b0ab52
,local-authority-eng:HCK,2013/0502,https://map.hackney.gov.uk/LBHackneymap/?zoom=14&lon=534028&lat=183159,51.531441,-0.069114,0.31,,,2017-12-31,,64f7e6abdcf67614d513571e3acf6b4a3d011e8f61ee98ca4d0f9f5c76b0ab52
,local-authority-eng:HCK,2013/3223,https://map.hackney.gov.uk/LBHackneymap/?zoom=14&lon=532451&lat=187745,51.573029,-0.090123,0.47,,,2017-12-31,,64f7e6abdcf67614d513571e3acf6b4a3d011e8f61ee98ca4d0f9f5c76b0ab52
,local-authority-eng:HCK,2014/0332,https://map.hackney.gov.uk/LBHackneymap/?zoom=14&lon=534586&lat=186720,51.563313,-0.059724,0.06,,,2017-12-31,,64f7e6abdcf67614d513571e3acf6b4a3d011e8f61ee98ca4d0f9f5c76b0ab52
,local-authority-eng:HCK,2014/0610,https://map.hackney.gov.uk/LBHackneymap/?zoom=14&lon=534157&lat=184989,51.547858,-0.066568,0.04,,,2017-12-31,,64f7e6abdcf67614d513571e3acf6b4a3d011e8f61ee98ca4d0f9f5c76b0ab52
,local-authority-eng:HCK,2014/0727,https://map.hackney.gov.uk/LBHackneymap/?zoom=14&lon=534875&lat=184895,51.546845,-0.056248,0.04,,,2017-12-31,,64f7e6abdcf67614d513571e3acf6b4a3d011e8f61ee98ca4d0f9f5c76b0ab52
,local-authority-eng:HCK,2014/0814,https://map.hackney.gov.uk/LBHackneymap/?zoom=14&lon=535012&lat=186268,51.559144,-0.053758,0.17,,,2017-12-31,,64f7e6abdcf67614d513571e3acf6b4a3d011e8f61ee98ca4d0f9f5c76b0ab52
2019-07-10,local-authority-eng:HCK,2014/2129,https://map.hackney.gov.uk/LBHackneymap/?zoom=14&lon=535012&lat=186268,51.559144,-0.053758,0.07,,,2017-12-31,,64f7e6abdcf67614d513571e3acf6b4a3d011e8f61ee98ca4d0f9f5c76b0ab52
,local-authority-eng:HCK,2014/3457,https://map.hackney.gov.uk/LBHackneymap/?zoom=14&lon=533107&lat=184424,51.543034,-0.081915,0.05,,,2017-12-31,,64f7e6abdcf67614d513571e3acf6b4a3d011e8f61ee98ca4d0f9f5c76b0ab52
,local-authority-eng:HCK,2015/1612,https://map.hackney.gov.uk/LBHackneymap/?zoom=14&lon=535586&lat=183709,51.536014,-0.04646,0.16,,,2017-12-31,,64f7e6abdcf67614d513571e3acf6b4a3d011e8f61ee98ca4d0f9f5c76b0ab52
,local-authority-eng:HCK,2015/3377,https://map.hackney.gov.uk/LBHackneymap/?zoom=14&lon=532885&lat=182555,51.526283,-0.085823,0.02,,,2019-01-31,,64f7e6abdcf67614d513571e3acf6b4a3d011e8f61ee98ca4d0f9f5c76b0ab52
,local-authority-eng:HCK,2015/4019,https://map.hackney.gov.uk/LBHackneymap/?zoom=14&lon=534286&lat=187601,51.571302,-0.063703,0.06,,,2017-12-31,,64f7e6abdcf67614d513571e3acf6b4a3d011e8f61ee98ca4d0f9f5c76b0ab52
,local-authority-eng:HCK,2016/0901,https://map.hackney.gov.uk/LBHackneymap/?zoom=14&lon=535059lat=185575,51.557182,-0.056929,0.11,,,2019-01-31,,64f7e6abdcf67614d513571e3acf6b4a3d011e8f61ee98ca4d0f9f5c76b0ab52
,local-authority-eng:HCK,2016/1347,https://map.hackney.gov.uk/LBHackneymap/?zoom=14&lon=535264&lat=184257,51.541019,-0.050886,0.29,,,2017-12-31,,64f7e6abdcf67614d513571e3acf6b4a3d011e8f61ee98ca4d0f9f5c76b0ab52
