entry-date,organisation,site,site-plan-url,latitude,longitude,hectares,minimum-net-dwellings,maximum-net-dwellings,start-date,end-date,resource
2019-10-30,local-authority-eng:ADU,ADCBR8,"https://www.adur-worthing.gov.uk/media/media,146445,en.pdf",50.83316,-0.268274,0.6,75,120,2017-10-16,,09e664c87845f8e4955d93f157ec7ab5a0528d6d9460eec1b6747eff5df02eac
2019-10-30,local-authority-eng:ADU,ADCBR9,"https://www.adur-worthing.gov.uk/media/media,146446,en.pdf",50.83128,-0.24416,0.3,33,33,2017-10-16,,09e664c87845f8e4955d93f157ec7ab5a0528d6d9460eec1b6747eff5df02eac
2019-10-30,local-authority-eng:ADU,ADCBR10,"https://www.adur-worthing.gov.uk/media/media,146447,en.pdf",50.822044,-0.323616,0.09,13,13,2017-10-16,,09e664c87845f8e4955d93f157ec7ab5a0528d6d9460eec1b6747eff5df02eac
2019-10-30,local-authority-eng:ADU,ADCBR11,"https://www.adur-worthing.gov.uk/media/media,146448,en.pdf",50.833937,-0.274522,0.57,27,27,2017-10-16,,09e664c87845f8e4955d93f157ec7ab5a0528d6d9460eec1b6747eff5df02eac
2019-10-30,local-authority-eng:ADU,ADCBR12,"https://www.adur-worthing.gov.uk/media/media,146449,en.pdf",50.83578,-0.228908,0.7,36,36,2017-10-16,,09e664c87845f8e4955d93f157ec7ab5a0528d6d9460eec1b6747eff5df02eac
2019-10-30,local-authority-eng:ADU,ADCBR13,"https://www.adur-worthing.gov.uk/media/media,146450,en.pdf",50.830851,-0.250282,0.47,45,90,2017-10-16,,09e664c87845f8e4955d93f157ec7ab5a0528d6d9460eec1b6747eff5df02eac
2019-10-30,local-authority-eng:ADU,ADCBR15,"https://www.adur-worthing.gov.uk/media/media,146452,en.pdf",50.831467,-0.253014,1.5,140,140,2017-10-16,,09e664c87845f8e4955d93f157ec7ab5a0528d6d9460eec1b6747eff5df02eac
2019-10-30,local-authority-eng:ADU,ADCBR17,"https://www.adur-worthing.gov.uk/media/media,146454,en.pdf",50.831408,-0.234754,0.05,6,6,2017-10-16,,09e664c87845f8e4955d93f157ec7ab5a0528d6d9460eec1b6747eff5df02eac
2019-10-30,local-authority-eng:ADU,ADCBR19,"https://www.adur-worthing.gov.uk/media/media,151924,en.pdf",50.824109,-0.320248,0.05,7,7,2018-10-30,,09e664c87845f8e4955d93f157ec7ab5a0528d6d9460eec1b6747eff5df02eac
2019-10-30,local-authority-eng:ADU,ADCBR20,"https://www.adur-worthing.gov.uk/media/media,151925,en.pdf",50.830404,-0.32211,0.112,24,24,2018-10-30,,09e664c87845f8e4955d93f157ec7ab5a0528d6d9460eec1b6747eff5df02eac
