entry-date,organisation,site,site-plan-url,latitude,longitude,hectares,minimum-net-dwellings,maximum-net-dwellings,start-date,end-date,resource
2017-12-05,local-authority-eng:ERE,BLR1,"https://maps.erewash.gov.uk/rmx4-webapp/RMX/public-map.htm?X=447370&Y=338640&ZOOM=3&LAYERS=Brownfield_Land_Register_Polygon&LAYERS-VISIBLE=Brownfield_Land_Register_Polygon&ERRORS=true&TOOLBAR=backdrop,search&LEGEND=true&TABS=layers,enquire,annotate,markers",52.943086,-1.296533,61.77,,,2017-12-05,,3431d591a6d589b43c7fba3a2851d316a09ca29e06dba5c1de13c2d6cbd22125
2017-12-05,local-authority-eng:ERE,BLR2,"https://maps.erewash.gov.uk/rmx4-webapp/RMX/public-map.htm?X=446416&Y=342845&ZOOM=3&LAYERS=Brownfield_Land_Register_Polygon&LAYERS-VISIBLE=Brownfield_Land_Register_Polygon&ERRORS=true&TOOLBAR=backdrop,search&LEGEND=true&TABS=layers,enquire,annotate,markers",52.980966,-1.310128,2.43,,,2017-12-05,,3431d591a6d589b43c7fba3a2851d316a09ca29e06dba5c1de13c2d6cbd22125
2017-12-05,local-authority-eng:ERE,BLR3,"https://maps.erewash.gov.uk/rmx4-webapp/RMX/public-map.htm?X=446167&Y=342450&ZOOM=3&LAYERS=Brownfield_Land_Register_Polygon&LAYERS-VISIBLE=Brownfield_Land_Register_Polygon&ERRORS=true&TOOLBAR=backdrop,search&LEGEND=true&TABS=layers,enquire,annotate,markers",52.977437,-1.313892,2.09,,,2017-12-05,,3431d591a6d589b43c7fba3a2851d316a09ca29e06dba5c1de13c2d6cbd22125
2017-12-05,local-authority-eng:ERE,BLR4,"https://maps.erewash.gov.uk/rmx4-webapp/RMX/public-map.htm?X=448640&Y=334493&ZOOM=3&LAYERS=Brownfield_Land_Register_Polygon&LAYERS-VISIBLE=Brownfield_Land_Register_Polygon&ERRORS=true&TOOLBAR=backdrop,search&LEGEND=true&TABS=layers,enquire,annotate,markers",52.905697,-1.278255,1.85,,,2017-12-05,,3431d591a6d589b43c7fba3a2851d316a09ca29e06dba5c1de13c2d6cbd22125
2017-12-05,local-authority-eng:ERE,BLR5,"https://maps.erewash.gov.uk/rmx4-webapp/RMX/public-map.htm?X=446683&Y=342704&ZOOM=3&LAYERS=Brownfield_Land_Register_Polygon&LAYERS-VISIBLE=Brownfield_Land_Register_Polygon&ERRORS=true&TOOLBAR=backdrop,search&LEGEND=true&TABS=layers,enquire,annotate,markers",52.979676,-1.306172,1.81,,,2017-12-05,,3431d591a6d589b43c7fba3a2851d316a09ca29e06dba5c1de13c2d6cbd22125
2017-12-05,local-authority-eng:ERE,BLR6,"https://maps.erewash.gov.uk/rmx4-webapp/RMX/public-map.htm?X=449653&Y=333825&ZOOM=3&LAYERS=Brownfield_Land_Register_Polygon&LAYERS-VISIBLE=Brownfield_Land_Register_Polygon&ERRORS=true&TOOLBAR=backdrop,search&LEGEND=true&TABS=layers,enquire,annotate,markers",52.8996,-1.263297,1.78,,,2017-12-05,,3431d591a6d589b43c7fba3a2851d316a09ca29e06dba5c1de13c2d6cbd22125
2017-12-05,local-authority-eng:ERE,BLR7,"https://maps.erewash.gov.uk/rmx4-webapp/RMX/public-map.htm?X=449072&Y=334291&ZOOM=3&LAYERS=Brownfield_Land_Register_Polygon&LAYERS-VISIBLE=Brownfield_Land_Register_Polygon&ERRORS=true&TOOLBAR=backdrop,search&LEGEND=true&TABS=layers,enquire,annotate,markers",52.903842,-1.271863,1.21,,,2017-12-05,,3431d591a6d589b43c7fba3a2851d316a09ca29e06dba5c1de13c2d6cbd22125
2017-12-05,local-authority-eng:ERE,BLR8,"https://maps.erewash.gov.uk/rmx4-webapp/RMX/public-map.htm?X=436103&Y=341279&ZOOM=3&LAYERS=Brownfield_Land_Register_Polygon&LAYERS-VISIBLE=Brownfield_Land_Register_Polygon&ERRORS=true&TOOLBAR=backdrop,search&LEGEND=true&TABS=layers,enquire,annotate,markers",,,1.19,,,2017-12-05,,3431d591a6d589b43c7fba3a2851d316a09ca29e06dba5c1de13c2d6cbd22125
2017-12-05,local-authority-eng:ERE,BLR9,"https://maps.erewash.gov.uk/rmx4-webapp/RMX/public-map.htm?X=449375&Y=333012&ZOOM=3&LAYERS=Brownfield_Land_Register_Polygon&LAYERS-VISIBLE=Brownfield_Land_Register_Polygon&ERRORS=true&TOOLBAR=backdrop,search&LEGEND=true&TABS=layers,enquire,annotate,markers",52.892318,-1.267552,1,,,2017-12-05,,3431d591a6d589b43c7fba3a2851d316a09ca29e06dba5c1de13c2d6cbd22125
2017-12-05,local-authority-eng:ERE,BLR10,"https://maps.erewash.gov.uk/rmx4-webapp/RMX/public-map.htm?X=449097&Y=333334&ZOOM=3&LAYERS=Brownfield_Land_Register_Polygon&LAYERS-VISIBLE=Brownfield_Land_Register_Polygon&ERRORS=true&TOOLBAR=backdrop,search&LEGEND=true&TABS=layers,enquire,annotate,markers",52.895238,-1.271636,0.92,,,2017-12-05,,3431d591a6d589b43c7fba3a2851d316a09ca29e06dba5c1de13c2d6cbd22125
2017-12-05,local-authority-eng:ERE,BLR11,"https://maps.erewash.gov.uk/rmx4-webapp/RMX/public-map.htm?X=446438&Y=341364&ZOOM=3&LAYERS=Brownfield_Land_Register_Polygon&LAYERS-VISIBLE=Brownfield_Land_Register_Polygon&ERRORS=true&TOOLBAR=backdrop,search&LEGEND=true&TABS=layers,enquire,annotate,markers",52.970079,-1.309973,0.58,,,2017-12-05,,3431d591a6d589b43c7fba3a2851d316a09ca29e06dba5c1de13c2d6cbd22125
2017-12-05,local-authority-eng:ERE,BLR12,"https://maps.erewash.gov.uk/rmx4-webapp/RMX/public-map.htm?X=446765&Y=340502&ZOOM=3&LAYERS=Brownfield_Land_Register_Polygon&LAYERS-VISIBLE=Brownfield_Land_Register_Polygon&ERRORS=true&TOOLBAR=backdrop,search&LEGEND=true&TABS=layers,enquire,annotate,markers",52.959876,-1.305268,0.45,,,2017-12-05,,3431d591a6d589b43c7fba3a2851d316a09ca29e06dba5c1de13c2d6cbd22125
2017-12-05,local-authority-eng:ERE,BLR13,"https://maps.erewash.gov.uk/rmx4-webapp/RMX/public-map.htm?X=444272&Y=342143&ZOOM=3&LAYERS=Brownfield_Land_Register_Polygon&LAYERS-VISIBLE=Brownfield_Land_Register_Polygon&ERRORS=true&TOOLBAR=backdrop,search&LEGEND=true&TABS=layers,enquire,annotate,markers",52.974837,-1.342154,0.41,,,2017-12-05,,3431d591a6d589b43c7fba3a2851d316a09ca29e06dba5c1de13c2d6cbd22125
2017-12-05,local-authority-eng:ERE,BLR14,"https://maps.erewash.gov.uk/rmx4-webapp/RMX/public-map.htm?X=445133&Y=339800&ZOOM=3&LAYERS=Brownfield_Land_Register_Polygon&LAYERS-VISIBLE=Brownfield_Land_Register_Polygon&ERRORS=true&TOOLBAR=backdrop,search&LEGEND=true&TABS=layers,enquire,annotate,markers",52.953705,-1.329659,0.36,,,2017-12-05,,3431d591a6d589b43c7fba3a2851d316a09ca29e06dba5c1de13c2d6cbd22125
2017-12-05,local-authority-eng:ERE,BLR15,"https://maps.erewash.gov.uk/rmx4-webapp/RMX/public-map.htm?X=447188&Y=341367&ZOOM=3&LAYERS=Brownfield_Land_Register_Polygon&LAYERS-VISIBLE=Brownfield_Land_Register_Polygon&ERRORS=true&TOOLBAR=backdrop,search&LEGEND=true&TABS=layers,enquire,annotate,markers",52.967614,-1.298846,0.35,,,2017-12-05,,3431d591a6d589b43c7fba3a2851d316a09ca29e06dba5c1de13c2d6cbd22125
2017-12-05,local-authority-eng:ERE,BLR16,"https://maps.erewash.gov.uk/rmx4-webapp/RMX/public-map.htm?X=446232&Y=344261&ZOOM=3&LAYERS=Brownfield_Land_Register_Polygon&LAYERS-VISIBLE=Brownfield_Land_Register_Polygon&ERRORS=true&TOOLBAR=backdrop,search&LEGEND=true&TABS=layers,enquire,annotate,markers",52.99371,-1.312666,0.35,,,2017-12-05,,3431d591a6d589b43c7fba3a2851d316a09ca29e06dba5c1de13c2d6cbd22125
