entry-date,organisation,site,latitude,longitude,hectares,minimum-net-dwellings,maximum-net-dwellings,start-date,end-date,resource
2019-12-02,http://opendatacommunities.org/id/metropolitan-district-council/rotherham,BR0002,3012651.48,3228169.04,0.47,15,30,2017-09-29,,5bb7e25b160e47e5c2ec0c4afa58029a3a71dc799041a2ab61ba9f47aa9abc4a
2019-12-02,http://opendatacommunities.org/id/metropolitan-district-council/rotherham,BR0004,3011427.40,3228562.99,0.46,11,15,2017-09-29,,5bb7e25b160e47e5c2ec0c4afa58029a3a71dc799041a2ab61ba9f47aa9abc4a
2019-12-02,http://opendatacommunities.org/id/metropolitan-district-council/rotherham,BR0005,3012958.49,3225671.74,0.59,14,19,2017-09-29,,5bb7e25b160e47e5c2ec0c4afa58029a3a71dc799041a2ab61ba9f47aa9abc4a
2019-12-02,http://opendatacommunities.org/id/metropolitan-district-council/rotherham,BR0006,3004769.41,3236406.61,7.96,167,271,2017-09-29,,5bb7e25b160e47e5c2ec0c4afa58029a3a71dc799041a2ab61ba9f47aa9abc4a
2019-12-02,http://opendatacommunities.org/id/metropolitan-district-council/rotherham,BR0008,3009863.95,3237689.24,0.95,18,25,2017-09-29,,5bb7e25b160e47e5c2ec0c4afa58029a3a71dc799041a2ab61ba9f47aa9abc4a
2019-12-02,http://opendatacommunities.org/id/metropolitan-district-council/rotherham,BR0009,2999434.70,3232452.53,0.75,14,17,2017-09-29,,5bb7e25b160e47e5c2ec0c4afa58029a3a71dc799041a2ab61ba9f47aa9abc4a
2019-12-02,http://opendatacommunities.org/id/metropolitan-district-council/rotherham,BR0010,3011812.69,3227840.27,0.65,52,100,2017-09-29,,5bb7e25b160e47e5c2ec0c4afa58029a3a71dc799041a2ab61ba9f47aa9abc4a
2019-12-02,http://opendatacommunities.org/id/metropolitan-district-council/rotherham,BR0011,3011638.44,3227765.31,0.43,10,26,2017-09-29,,5bb7e25b160e47e5c2ec0c4afa58029a3a71dc799041a2ab61ba9f47aa9abc4a
2019-12-02,http://opendatacommunities.org/id/metropolitan-district-council/rotherham,BR0012,3003069.05,3230047.80,0.78,18,24,2017-09-29,,5bb7e25b160e47e5c2ec0c4afa58029a3a71dc799041a2ab61ba9f47aa9abc4a
2019-12-02,http://opendatacommunities.org/id/metropolitan-district-council/rotherham,BR0013,3013259.33,3230427.09,0.63,15,38,2017-09-29,,5bb7e25b160e47e5c2ec0c4afa58029a3a71dc799041a2ab61ba9f47aa9abc4a
2019-12-02,http://opendatacommunities.org/id/metropolitan-district-council/rotherham,BR0014,3018353.13,3231513.43,0.62,15,20,2017-09-29,,5bb7e25b160e47e5c2ec0c4afa58029a3a71dc799041a2ab61ba9f47aa9abc4a
2019-12-02,http://opendatacommunities.org/id/metropolitan-district-council/rotherham,BR0015,3009406.11,3225687.04,0.21,64,125,2017-09-29,,5bb7e25b160e47e5c2ec0c4afa58029a3a71dc799041a2ab61ba9f47aa9abc4a
2019-12-02,http://opendatacommunities.org/id/metropolitan-district-council/rotherham,BR0016,3009677.16,3238080.79,0.12,4,5,2017-09-29,,5bb7e25b160e47e5c2ec0c4afa58029a3a71dc799041a2ab61ba9f47aa9abc4a
2019-12-02,http://opendatacommunities.org/id/metropolitan-district-council/rotherham,BR0018,3013381.12,3230943.11,0.03,1,6,2017-09-29,,5bb7e25b160e47e5c2ec0c4afa58029a3a71dc799041a2ab61ba9f47aa9abc4a
2019-12-02,http://opendatacommunities.org/id/metropolitan-district-council/rotherham,BR0019,3012163.21,3229953.39,0.08,3,6,2017-09-29,,5bb7e25b160e47e5c2ec0c4afa58029a3a71dc799041a2ab61ba9f47aa9abc4a
