entry-date,organisation,site,site-address,site-plan-url,deliverable,ownership,planning-permission-status,planning-permission-type,hazardous-substances,latitude,longitude,hectares,minimum-net-dwellings,maximum-net-dwellings,start-date,end-date,notes,resource
2017-12-28,local-authority-eng:ROC,ROC001,Sangster Court Church Road Rayleigh SS6 8PZ,https://www.rochford.gov.uk/brownfield-register-site-map-roc001,,not owned by a public authority,not permissioned,,,51.584776,0.618761,0.31,9,12,2017-12-28,,"Site from 2017 SHELAA

",29b4e4ba8afe7e4aab081e0510084d9196fe1085485623782ce0d34a5ba9d294
2017-12-28,local-authority-eng:ROC,ROC002,Lime Court and Poplar Court Greensward Lane Hockley SS5 5HB,https://www.rochford.gov.uk/brownfield-register-site-map-roc002,,not owned by a public authority,not permissioned,,,51.604249,0.660635,0.6,18,24,2017-12-28,,"Site from 2017 SHELAA

",29b4e4ba8afe7e4aab081e0510084d9196fe1085485623782ce0d34a5ba9d294
2017-12-28,local-authority-eng:ROC,ROC003,Former Adult Community College Rocheway Rochford SS4 1DQ,https://www.rochford.gov.uk/brownfield-register-site-map-roc003,yes,owned by a public authority,pending decision,,,51.582374,0.713837,1.05,74,74,2017-12-28,,"Site falls within Green Belt and adjacent to Open Space. Development went to development committee on 19 October 2017, awaiting Section 106 agreement as at December 2017.
Proposed Demolition of Vacant Adult Community Learning Centre and Redevelopment of the Site to Accommodate a 60 Unit Independent Living Residential Home (Class C2) With Associated Infrastructure and Car Park, and 14 Dwelling Houses (Class C3), Vehicle Access and Hard and Soft Landscaping
",29b4e4ba8afe7e4aab081e0510084d9196fe1085485623782ce0d34a5ba9d294
2017-12-28,local-authority-eng:ROC,ROC004,Castle Road Recycling Centre Rayleigh SS6 7RP,https://www.rochford.gov.uk/brownfield-register-site-map-roc004,yes,owned by a public authority,not permissioned,,,51.581537,0.606209,0.31,9,12,2017-12-28,,"Site from 2017 SHELAA

",29b4e4ba8afe7e4aab081e0510084d9196fe1085485623782ce0d34a5ba9d294
2017-12-28,local-authority-eng:ROC,ROC005,Eldon Way/Foundry Industrial Estate Hockley,https://www.rochford.gov.uk/brownfield-register-site-map-roc005,,mixed ownership,pending decision,,,51.603666,0.65775,4.6,150,150,2017-12-28,,"Site is allocated for residential development in the Rochford District Council Allocations Plan 2014. A small part of the site was approved for 20 dwellings at a development committee in March 2016, awaiting Section 106 agreement as at December 2017.

https://www.rochford.gov.uk/sites/default/files/documents/files/planning_all_allplan.pdf",29b4e4ba8afe7e4aab081e0510084d9196fe1085485623782ce0d34a5ba9d294
2017-12-28,local-authority-eng:ROC,ROC006,Stambridge Mills Rochford,https://www.rochford.gov.uk/brownfield-register-site-map-roc006,,not owned by a public authority,not permissioned,,,51.580626,0.722007,1.84,41,50,2017-12-28,,"Site is allocated for residential development in the Rochford District Council Allocations Plan 2014.

https://www.rochford.gov.uk/sites/default/files/documents/files/planning_all_allplan.pdf",29b4e4ba8afe7e4aab081e0510084d9196fe1085485623782ce0d34a5ba9d294
2017-12-28,local-authority-eng:ROC,ROC007,Rawreth Industrial Estate Rayleigh,https://www.rochford.gov.uk/brownfield-register-site-map-roc007,,mixed ownership,not permissioned,,,51.600406,0.591548,6.2,93,140,2017-12-28,,"Site is allocated for residential development in the Rochford District Council Allocations Plan 2014.

https://www.rochford.gov.uk/sites/default/files/documents/files/planning_all_allplan.pdf",29b4e4ba8afe7e4aab081e0510084d9196fe1085485623782ce0d34a5ba9d294
2017-12-28,local-authority-eng:ROC,ROC008,Crystal House 1 The Approach Rayleigh SS6 9AA,https://www.rochford.gov.uk/brownfield-register-site-map-roc008,yes,not owned by a public authority,permissioned,reserved matters approval,,51.590696,0.602449,0.1,14,14,2017-12-28,,"Site forms part of the Council's housing land trajectory.
Details of Demolish Existing Building and Construct Three Storey building With Pitched Roof and Roof Deck Amenity Area to Provide 2 No. One Bedroomed and 12 No. Two Bedroomed Flats (14 No. Total)
",29b4e4ba8afe7e4aab081e0510084d9196fe1085485623782ce0d34a5ba9d294
2017-12-28,local-authority-eng:ROC,ROC009,22 Main Road Hockley SS5 4QS,https://www.rochford.gov.uk/brownfield-register-site-map-roc009,yes,not owned by a public authority,permissioned,full planning permission,,51.601357,0.652753,0.1,10,10,2017-12-28,,"Site forms part of the Council's housing land trajectory.
Construct New Roof to Outbuilding and Convert to 3 Bed Live Work Unit, Single Storey Front Extension and Three Storey Rear Extension and Additional Floor to Main Building to Provide Shop and Development of 8 No. One Bedroomed Flats and 2 No. Two Bedroomed Flats With Parking and Amenity Areas
",29b4e4ba8afe7e4aab081e0510084d9196fe1085485623782ce0d34a5ba9d294
2017-12-28,local-authority-eng:ROC,ROC010,5A Castle Road Rayleigh SS6 7QD,https://www.rochford.gov.uk/brownfield-register-site-map-roc010,yes,not owned by a public authority,permissioned,full planning permission,,51.584317,0.603169,0.06,9,9,2017-12-28,,"Site forms part of the Council's housing land trajectory.
Change of Use From Gymnasium/Beauty Salonn to 6No 1-bed and 1No. 2-bed Self-contained Flats to Ground and First Floors and add Additional Floor With 2 No 1-bed Flats
",29b4e4ba8afe7e4aab081e0510084d9196fe1085485623782ce0d34a5ba9d294
2017-12-28,local-authority-eng:ROC,ROC011,Star Lane Brickworks Star Lane Great Wakering,https://www.rochford.gov.uk/brownfield-register-site-map-roc011,yes,not owned by a public authority,permissioned,full planning permission,,51.5508,0.788857,5.8,116,116,2017-12-28,,"Site is allocated for residential developmentunder policy BFR1 of the Rochford District Council Allocations Plan 2014.
Redevelopment To Provide 116 Dwellings Comprising 7no. One Bedroomed Flats, 6no. Two Bedroomed Flats, 24no. Two Bedroomed Houses, 44no. Three Bedroomed Houses And 35no. Four Bedroomed Houses, With Associated Parking, Landscaping and Open Space, Access From Star Lane And Construction Of Sub-Station
https://www.rochford.gov.uk/sites/default/files/documents/files/planning_all_allplan.pdf",29b4e4ba8afe7e4aab081e0510084d9196fe1085485623782ce0d34a5ba9d294
2017-12-28,local-authority-eng:ROC,ROC012,Scout Hall Adjacent 11 Love Lane Rayleigh,https://www.rochford.gov.uk/brownfield-register-site-map-roc012,yes,not owned by a public authority,permissioned,full planning permission,,51.584942,0.601777,0.03,5,5,2017-12-28,,"Site forms part of the Council's housing land trajectory.
Proposed 3-storey building to provide 5 no. 1-bed flats with associated car parking and amenity space
",29b4e4ba8afe7e4aab081e0510084d9196fe1085485623782ce0d34a5ba9d294
2017-12-28,local-authority-eng:ROC,ROC013,Bullwood Hall Bullwood Hall Lane Hockley,https://www.rochford.gov.uk/brownfield-register-site-map-roc013,yes,not owned by a public authority,permissioned,outline planning permission,,51.593926,0.633802,3.6,60,60,2017-12-28,,"Site forms part of the Council's housing land trajectory.
Outline Application to Demolish Existing Prison Complex Buildings, Convert Bullwood Hall into Terrace of Three Houses Incorporating Extension, Provide Residential Development of  60no. Dwellings, Alterations to Access and Access Road
",29b4e4ba8afe7e4aab081e0510084d9196fe1085485623782ce0d34a5ba9d294
2017-12-28,local-authority-eng:ROC,ROC014,Rochford Delivery Office 50 East Street Rochford SS4 1AZ,https://www.rochford.gov.uk/brownfield-register-site-map-roc014,yes,not owned by a public authority,permissioned,full planning permission,,51.58274,0.710171,0.09,8,8,2017-12-28,,"Site forms part of the Council's housing land trajectory.
Construct First Floor Rear Extension and Construct Two Storey Side/Rear Extension and Convert Resultant Building into 7no. Two Bedroomed and 1no. One Bedroomed (8 Total) Flats
",29b4e4ba8afe7e4aab081e0510084d9196fe1085485623782ce0d34a5ba9d294
