entry-date,organisation,site,site-address,site-plan-url,deliverable,ownership,planning-permission-status,planning-permission-type,hazardous-substances,latitude,longitude,hectares,minimum-net-dwellings,maximum-net-dwellings,start-date,end-date,notes,resource
2017-12-15,local-authority-eng:BPL,SC/001,"Land to rear of 119-127 Warley Road, Blackpool, FY1 2RW",http://maps.blackpool.gov.uk/#zoom=3&lat=434255.06959&lon=333928.83324&layers=0BTFTFFFFFFFFFFFFFFFFFFFFFFFF,,not owned by a public authority,not permissioned,,,53.830272,-3.047884,0.225,9,11,2017-12-15,,Site is in 2014 SHLAA. Site is in employment use but is for sale. Assumed density range 40 - 50 dph reflecting outer area location.,b2dd227bcfa1b85cd3e029fa91f222b5026bed2485e818974090931efa28f934
2017-12-15,local-authority-eng:BPL,SC/005,"Land at Coopers Way, Blackpool, FY1 3RJ",http://maps.blackpool.gov.uk/#zoom=3&lat=434255.06959&lon=333928.83324&layers=0BTFTFFFFFFFFFFFFFFFFFFFFFFFF,yes,not owned by a public authority,permissioned,full planning permission,,53.827886,-3.041108,1.974,74,74,2017-12-15,,"Site commenced and units completed. Site has stalled with 74 dwellings outstanding. Erection of residential development consisting of 64, two-storey and three-storey dwellinghouses, and 36 flats in three-storey blocks with associated vehicle and pedestrian access, public open space, car parking, garages and incidental landscaping",b2dd227bcfa1b85cd3e029fa91f222b5026bed2485e818974090931efa28f934
2017-12-15,local-authority-eng:BPL,SC/017,"37 Charles Street, Blackpool, FY1 3EY",http://maps.blackpool.gov.uk/#zoom=3&lat=434255.06959&lon=333928.83324&layers=0BTFTFFFFFFFFFFFFFFFFFFFFFFFF,,not owned by a public authority,not permissioned,,,53.820105,-3.045974,0.037,5,5,2017-12-15,,Site is in 2014 SHLAA. Permission 12/0826 for 5 dwellings expired. Density minimum and maximum reflect expired application.,b2dd227bcfa1b85cd3e029fa91f222b5026bed2485e818974090931efa28f934
2017-12-15,local-authority-eng:BPL,SC/063,"Land at Devonshire Road & Talbot Road, Blackpool, FY3 8AZ",http://maps.blackpool.gov.uk/#zoom=3&lat=434255.06959&lon=333928.83324&layers=0BTFTFFFFFFFFFFFFFFFFFFFFFFFF,,owned by a public authority,not permissioned,,,53.824834,-3.040623,1.472,94,118,2017-12-15,,Site is in 2014 SHLAA. Site has been cleared and is available for redevelopment. Assumed density range 80 - 100 dph reflecting inner area location & assuming 80% developable area due to size of site.,b2dd227bcfa1b85cd3e029fa91f222b5026bed2485e818974090931efa28f934
2017-12-15,local-authority-eng:BPL,SC/074,"119-125 Buchanan Street & 230-234 Talbot Road, Blackpool, FY1 3BP",http://maps.blackpool.gov.uk/#zoom=3&lat=434255.06959&lon=333928.83324&layers=0BTFTFFFFFFFFFFFFFFFFFFFFFFFF,,not owned by a public authority,not permissioned,,,53.822368,-3.04714,0.1,10,23,2017-12-15,,Site is in 2014 SHLAA. Outline permission for 23 residential units (11/0556) expired. Site in use as a car wash and a mobility centre but for sale for redevelopment. Density maximum reflects expired application and density minimum equates to 100 dph.,b2dd227bcfa1b85cd3e029fa91f222b5026bed2485e818974090931efa28f934
2017-12-15,local-authority-eng:BPL,SC/080,"Land rear of 2-14 Durham Road, Blackpool, FY1 3QB",http://maps.blackpool.gov.uk/#zoom=3&lat=434255.06959&lon=333928.83324&layers=0BTFTFFFFFFFFFFFFFFFFFFFFFFFF,,not owned by a public authority,not permissioned,,,53.819227,-3.041426,0.051,5,8,2017-12-15,,Site is in 2014 SHLAA. Permission 07/1138 for 4 terraced houses & 4 self contained flats expired. Site is advertised as for sale for redevelopment purposes. Density maximum reflects expired permission.,b2dd227bcfa1b85cd3e029fa91f222b5026bed2485e818974090931efa28f934
2017-12-15,local-authority-eng:BPL,SC/081,"102-110 Hornby Road, Blackpool, FY1 4QS",http://maps.blackpool.gov.uk/#zoom=3&lat=434255.06959&lon=333928.83324&layers=0BTFTFFFFFFFFFFFFFFFFFFFFFFFF,,not owned by a public authority,not permissioned,,,53.814883,-3.046877,0.205,16,32,2017-12-15,,Site is in 2014 SHLAA. Outline permission 11/0421 for 32 flats expired. Site is advertised as for sale. Density maximum reflects expired permission and density minimum equates to 80 dph reflecting inner area location.,b2dd227bcfa1b85cd3e029fa91f222b5026bed2485e818974090931efa28f934
2017-12-15,local-authority-eng:BPL,SC/085,"76 and 76a Kent Road, Blackpool, FY1 5ET",http://maps.blackpool.gov.uk/#zoom=3&lat=434255.06959&lon=333928.83324&layers=0BTFTFFFFFFFFFFFFFFFFFFFFFFFF,yes,not owned by a public authority,permissioned,outline planning permission,,53.809607,-3.047991,0.11,12,12,2017-12-15,,. Erection of 12 x three storey terrace dwelling houses with integral garages,b2dd227bcfa1b85cd3e029fa91f222b5026bed2485e818974090931efa28f934
2017-12-15,local-authority-eng:BPL,SC/088,"7-11 Alfred Street, Blackpool, FY1 4LH",http://maps.blackpool.gov.uk/#zoom=3&lat=434255.06959&lon=333928.83324&layers=0BTFTFFFFFFFFFFFFFFFFFFFFFFFF,yes,not owned by a public authority,permissioned,outline planning permission,,53.817474,-3.04875,0.052,14,14,2017-12-15,,. Erection of a four-storey block of 14 self-contained permanent flats with balconies associated access and parking following the demolition of existing building,b2dd227bcfa1b85cd3e029fa91f222b5026bed2485e818974090931efa28f934
2017-12-15,local-authority-eng:BPL,SC/094,"273-275 Promenade, Blackpool, FY1 6AJ",http://maps.blackpool.gov.uk/#zoom=3&lat=434255.06959&lon=333928.83324&layers=0BTFTFFFFFFFFFFFFFFFFFFFFFFFF,yes,not owned by a public authority,permissioned,full planning permission,,53.805286,-3.054854,0.071,14,14,2017-12-15,,"Site is in 2014 SHLAA. In relation to application 10/1445 records indicate foundation works have been undertaken that indicate a commencement. Permission 17/0568 granted for use of land as a car park for a temporary period of 3 years.. Renewal of planning permission 05/0541 involving the erection of six storey building to form retail unit at ground floor, restaurant at ground and first floor and 14 self contained permanent flats at upper floors, and basement parking",b2dd227bcfa1b85cd3e029fa91f222b5026bed2485e818974090931efa28f934
