entry-date,organisation,site,site-address,site-plan-url,latitude,longitude,hectares,minimum-net-dwellings,maximum-net-dwellings,start-date,end-date,resource
2018-12-17,local-authority-eng:NDE,BFL/BAR/003,"Beaufort Walk, Gorwell Barnstaple EX32 7JD",https://www.northdevon.gov.uk/media/379119/bfl-bar-003-beaufort-walk-barnstaple-1-1250.pdf,51.083753,-4.047098,0.41,32,,2017-08-02,,037ba4565c934c7d1aeeade3d39811b2d667c2a1de9760ecd18339811281180a
2018-12-17,local-authority-eng:NDE,BFL/ILF/006,"Willow Court, Torrs Park ILFRACOMBE EX34 8AZ",https://www.northdevon.gov.uk/media/379133/bfl-ilf-006-willow-court-torrs-park-ilfracombe-1-1250.pdf,51.206531,-4.130708,0.24,6,,2017-08-02,,037ba4565c934c7d1aeeade3d39811b2d667c2a1de9760ecd18339811281180a
2018-12-17,local-authority-eng:NDE,BFL/GEO/012,"Bay View Farm, Croyde Road Croyde Braunton EX33 1PN",https://www.northdevon.gov.uk/media/379129/bfl-geo-012-bay-view-caravan-park-croyde-1-750.pdf,51.126985,-4.226619,0.25,3,6,2017-08-02,,037ba4565c934c7d1aeeade3d39811b2d667c2a1de9760ecd18339811281180a
2018-12-17,local-authority-eng:NDE,BFL/GEO/017,"Fairleigh, Crowborough Road Georgeham Braunton EX33 1JZ",https://www.northdevon.gov.uk/media/379130/bfl-geo-017-fairleigh-crowborough-road-georgeham-1-1250.pdf,51.087495,-5.932885,0.37,8,10,2017-08-02,,037ba4565c934c7d1aeeade3d39811b2d667c2a1de9760ecd18339811281180a
2018-12-17,local-authority-eng:NDE,BFL/BAR/018,"The Tile Centre, 113 Boutport Street Barnstaple EX31 1TD",https://www.northdevon.gov.uk/media/379116/bfl-bar-018-113-boutport-street-barnstaple-1-750.pdf,51.081727,-4.058974,0.03,6,6,2017-08-02,,037ba4565c934c7d1aeeade3d39811b2d667c2a1de9760ecd18339811281180a
2018-12-17,local-authority-eng:NDE,BFL/MOR/021,"The Rocks Hotel, Beach Road Woolacombe Ilfracombe EX34 7BT",https://www.northdevon.gov.uk/media/379146/bfl-mor-021-the-rocks-hotel-woolacombe-1-750.pdf,51.172694,-4.204628,0.06,5,7,2017-08-02,,037ba4565c934c7d1aeeade3d39811b2d667c2a1de9760ecd18339811281180a
2018-12-17,local-authority-eng:NDE,BFL/ILF/022,"John Fowler Holidays, Ilfracombe Holiday Park Marlborough Road Ilfracombe EX34 8PF",https://www.northdevon.gov.uk/media/379134/bfl-ilf-022-former-john-fowler-holiday-park-ilfracombe-1-2500.pdf,51.200104,-4.112174,3.14,60,80,2017-08-02,,037ba4565c934c7d1aeeade3d39811b2d667c2a1de9760ecd18339811281180a
2018-12-17,local-authority-eng:NDE,BFL/LAN/027,"Westacott Heights, Whiddon Valley BARNSTAPLE EX32 7NF",https://www.northdevon.gov.uk/media/379144/bfl-lan-027-westacott-heights-barnstaple-1-1250.pdf,51.078751,-4.02085,0.6,18,21,2017-08-02,,037ba4565c934c7d1aeeade3d39811b2d667c2a1de9760ecd18339811281180a
2018-12-17,local-authority-eng:NDE,BFL/FRE/028,"Land at Yelland Quay, Yelland BARNSTAPLE EX31 3EZ",https://www.northdevon.gov.uk/media/379126/bfl-fre-028-land-at-yelland-quay-fremington-1-3500.pdf,51.069771,-4.162247,11.9,250,280,2017-08-02,,037ba4565c934c7d1aeeade3d39811b2d667c2a1de9760ecd18339811281180a
2018-12-17,local-authority-eng:NDE,BFL/MOR/029,"Panorama, Rockfield Road Woolacombe Ilfracombe EX34 7DH",https://www.northdevon.gov.uk/media/379145/bfl-mor-029-panorama-rockfield-road-woolacombe-1-750.pdf,51.17586,-4.211275,0.54,5,,2017-08-02,,037ba4565c934c7d1aeeade3d39811b2d667c2a1de9760ecd18339811281180a
