entry-date,organisation,site,latitude,longitude,hectares,start-date,end-date,resource
2017-11-30,http://opendatacommunities.org/id/district-council/high-peak,G32,394128,401932,1.3,2017-11-30,,29cd3a037ea1918f1b6fdef8944fc4c22774eeff172afd464c1c3531a06c56b4
2017-11-30,http://opendatacommunities.org/id/district-council/high-peak,BV002,237890,370136,4.4,2017-11-30,,29cd3a037ea1918f1b6fdef8944fc4c22774eeff172afd464c1c3531a06c56b4
2017-11-30,http://opendatacommunities.org/id/district-council/high-peak,TI001,396919,401943,3.84,2017-11-30,,29cd3a037ea1918f1b6fdef8944fc4c22774eeff172afd464c1c3531a06c56b4
2017-11-30,http://opendatacommunities.org/id/district-council/high-peak,BW004,382294,401699,1.4,2017-11-30,,29cd3a037ea1918f1b6fdef8944fc4c22774eeff172afd464c1c3531a06c56b4
2017-11-30,http://opendatacommunities.org/id/district-council/high-peak,GL043,392936,403428,3.39,2017-11-30,,29cd3a037ea1918f1b6fdef8944fc4c22774eeff172afd464c1c3531a06c56b4
2017-11-30,http://opendatacommunities.org/id/district-council/high-peak,CI001,382122,404455,7.44,2017-11-30,,29cd3a037ea1918f1b6fdef8944fc4c22774eeff172afd464c1c3531a06c56b4
2017-11-30,http://opendatacommunities.org/id/district-council/high-peak,BX055,370969,406720,4.65,2017-11-30,,29cd3a037ea1918f1b6fdef8944fc4c22774eeff172afd464c1c3531a06c56b4
2017-11-30,http://opendatacommunities.org/id/district-council/high-peak,GL070,394655,402098,3.9,2017-11-30,,29cd3a037ea1918f1b6fdef8944fc4c22774eeff172afd464c1c3531a06c56b4
2017-11-30,http://opendatacommunities.org/id/district-council/high-peak,BX057,373232,405915,0.47,2017-11-30,,29cd3a037ea1918f1b6fdef8944fc4c22774eeff172afd464c1c3531a06c56b4
2017-11-30,http://opendatacommunities.org/id/district-council/high-peak,GL056,394974,404339,0.8,2017-11-30,,29cd3a037ea1918f1b6fdef8944fc4c22774eeff172afd464c1c3531a06c56b4
2017-11-30,http://opendatacommunities.org/id/district-council/high-peak,B3,374168,406151,11.7,2017-11-30,,29cd3a037ea1918f1b6fdef8944fc4c22774eeff172afd464c1c3531a06c56b4
2017-11-30,http://opendatacommunities.org/id/district-council/high-peak,CS001,392258,399923,1.7,2017-11-30,,29cd3a037ea1918f1b6fdef8944fc4c22774eeff172afd464c1c3531a06c56b4
2017-11-30,http://opendatacommunities.org/id/district-council/high-peak,BX115,372786,404337,0.79,2017-11-30,,29cd3a037ea1918f1b6fdef8944fc4c22774eeff172afd464c1c3531a06c56b4
2017-11-30,http://opendatacommunities.org/id/district-council/high-peak,BX051,385621,399945,0.8,2017-11-30,,29cd3a037ea1918f1b6fdef8944fc4c22774eeff172afd464c1c3531a06c56b4
2017-11-30,http://opendatacommunities.org/id/district-council/high-peak,NM041,384710,399712,2.99,2017-11-30,,29cd3a037ea1918f1b6fdef8944fc4c22774eeff172afd464c1c3531a06c56b4
2017-11-30,http://opendatacommunities.org/id/district-council/high-peak,GA001,394154,401279,4.42,2017-11-30,,29cd3a037ea1918f1b6fdef8944fc4c22774eeff172afd464c1c3531a06c56b4
2017-11-30,http://opendatacommunities.org/id/district-council/high-peak,HD012,396239,401986,0.35,2017-11-30,,29cd3a037ea1918f1b6fdef8944fc4c22774eeff172afd464c1c3531a06c56b4
2017-11-30,http://opendatacommunities.org/id/district-council/high-peak,CH012,380764,405637,0.3,2017-11-30,,29cd3a037ea1918f1b6fdef8944fc4c22774eeff172afd464c1c3531a06c56b4
2017-11-30,http://opendatacommunities.org/id/district-council/high-peak,NM001,385901,400232,0.27,2017-11-30,,29cd3a037ea1918f1b6fdef8944fc4c22774eeff172afd464c1c3531a06c56b4
2017-11-30,http://opendatacommunities.org/id/district-council/high-peak,B31,384919,399757,0.62,2017-11-30,,29cd3a037ea1918f1b6fdef8944fc4c22774eeff172afd464c1c3531a06c56b4
2017-11-30,http://opendatacommunities.org/id/district-council/high-peak,NM034,384916,399773,0.6,2017-11-30,,29cd3a037ea1918f1b6fdef8944fc4c22774eeff172afd464c1c3531a06c56b4
2018-11-30,http://opendatacommunities.org/id/district-council/high-peak,GL091,394085,403538,0.43,2018-11-30,,29cd3a037ea1918f1b6fdef8944fc4c22774eeff172afd464c1c3531a06c56b4
2018-11-30,http://opendatacommunities.org/id/district-council/high-peak,NM058,385171,400090,0.08,2018-11-30,,29cd3a037ea1918f1b6fdef8944fc4c22774eeff172afd464c1c3531a06c56b4
2018-11-30,http://opendatacommunities.org/id/district-council/high-peak,WB033,381041,401166,0.13,2018-11-30,,29cd3a037ea1918f1b6fdef8944fc4c22774eeff172afd464c1c3531a06c56b4
