row-number,field,issue-type,value
1,"GeoX,GeoY",out of range,"384705.31,94267.69"
2,"GeoX,GeoY",out of range,"388393.67,87161.11"
3,"GeoX,GeoY",out of range,"388001.45,87104.66"
4,"GeoX,GeoY",out of range,"394225.38,93439.42"
5,"GeoX,GeoY",out of range,"402573.29,78832.46"
6,"GeoX,GeoY",out of range,"402461.35,79644.7"
7,"GeoX,GeoY",out of range,"402633.97,80086.49"
8,"GeoX,GeoY",out of range,"403378.45,78646.7"
9,"GeoX,GeoY",out of range,"3.9234E+5,8.764E+4"
10,"GeoX,GeoY",out of range,"3.9172E+5,8.724E+4"
